Value,Percentile,TotalCount,1/(1-Percentile)
1.966,0.000000,1,1.00
3.595,0.100000,44,1.11
4.111,0.200000,88,1.25
5.715,0.300000,132,1.43
8.115,0.400000,176,1.67
9.015,0.500000,220,2.00
9.391,0.550000,242,2.22
11.103,0.600000,264,2.50
15.495,0.650000,286,2.86
18.863,0.700000,308,3.33
20.735,0.750000,330,4.00
21.695,0.775000,341,4.44
22.895,0.800000,352,5.00
23.759,0.825000,363,5.71
25.295,0.850000,374,6.67
28.159,0.875000,385,8.00
29.311,0.887500,391,8.89
29.567,0.900000,396,10.00
31.359,0.912500,402,11.43
31.951,0.925000,407,13.33
33.887,0.937500,413,16.00
34.367,0.943750,416,17.78
34.431,0.950000,418,20.00
35.167,0.956250,421,22.86
36.895,0.962500,424,26.67
38.303,0.968750,427,32.00
38.975,0.971875,428,35.56
39.135,0.975000,429,40.00
40.831,0.978125,431,45.71
40.895,0.981250,432,53.33
43.999,0.984375,434,64.00
43.999,0.985938,434,71.11
46.367,0.987500,435,80.00
52.447,0.989062,436,91.43
52.447,0.990625,436,106.67
52.991,0.992188,437,128.00
52.991,0.992969,437,142.22
66.239,0.993750,438,160.00
66.239,0.994531,438,182.86
66.239,0.995313,438,213.33
70.527,0.996094,439,256.00
70.527,0.996484,439,284.44
70.527,0.996875,439,320.00
70.527,0.997266,439,365.71
70.527,0.997656,439,426.67
89.215,0.998047,440,512.00
89.215,1.000000,440,inf
