Value,Percentile,TotalCount,1/(1-Percentile)
1.624,0.000000,1,1.00
2.507,0.100000,44,1.11
2.707,0.200000,88,1.25
3.581,0.300000,132,1.43
4.247,0.400000,176,1.67
4.563,0.500000,220,2.00
4.703,0.550000,242,2.22
4.827,0.600000,264,2.50
5.019,0.650000,286,2.86
7.455,0.700000,308,3.33
8.215,0.750000,330,4.00
8.655,0.775000,341,4.44
9.095,0.800000,352,5.00
9.623,0.825000,363,5.71
10.271,0.850000,374,6.67
11.047,0.875000,385,8.00
11.495,0.887500,391,8.89
11.999,0.900000,396,10.00
12.343,0.912500,402,11.43
13.015,0.925000,407,13.33
13.671,0.937500,413,16.00
13.815,0.943750,416,17.78
14.511,0.950000,418,20.00
15.487,0.956250,421,22.86
15.983,0.962500,424,26.67
16.495,0.968750,427,32.00
16.591,0.971875,428,35.56
16.735,0.975000,429,40.00
17.103,0.978125,431,45.71
17.135,0.981250,432,53.33
17.391,0.984375,434,64.00
17.391,0.985938,434,71.11
18.943,0.987500,435,80.00
18.975,0.989062,436,91.43
18.975,0.990625,436,106.67
19.327,0.992188,437,128.00
19.327,0.992969,437,142.22
19.711,0.993750,438,160.00
19.711,0.994531,438,182.86
19.711,0.995313,438,213.33
20.735,0.996094,439,256.00
20.735,0.996484,439,284.44
20.735,0.996875,439,320.00
20.735,0.997266,439,365.71
20.735,0.997656,439,426.67
22.879,0.998047,440,512.00
22.879,1.000000,440,inf
