Value,Percentile,TotalCount,1/(1-Percentile)
1.710,0.000000,1,1.00
2.845,0.100000,44,1.11
3.043,0.200000,88,1.25
3.971,0.300000,132,1.43
4.879,0.400000,176,1.67
5.431,0.500000,220,2.00
5.619,0.550000,242,2.22
5.923,0.600000,264,2.50
6.683,0.650000,286,2.86
9.623,0.700000,308,3.33
10.559,0.750000,330,4.00
11.103,0.775000,341,4.44
11.695,0.800000,352,5.00
12.279,0.825000,363,5.71
13.047,0.850000,374,6.67
13.719,0.875000,385,8.00
14.207,0.887500,391,8.89
15.191,0.900000,396,10.00
15.495,0.912500,402,11.43
16.575,0.925000,408,13.33
17.375,0.937500,413,16.00
17.711,0.943750,416,17.78
17.807,0.950000,418,20.00
18.367,0.956250,421,22.86
19.151,0.962500,424,26.67
19.887,0.968750,427,32.00
21.103,0.971875,428,35.56
21.135,0.975000,429,40.00
21.871,0.978125,431,45.71
22.415,0.981250,432,53.33
23.407,0.984375,434,64.00
23.407,0.985938,434,71.11
24.671,0.987500,435,80.00
25.423,0.989062,436,91.43
25.423,0.990625,436,106.67
25.471,0.992188,437,128.00
25.471,0.992969,437,142.22
27.999,0.993750,438,160.00
27.999,0.994531,438,182.86
27.999,0.995313,438,213.33
31.551,0.996094,439,256.00
31.551,0.996484,439,284.44
31.551,0.996875,439,320.00
31.551,0.997266,439,365.71
31.551,0.997656,439,426.67
48.031,0.998047,440,512.00
48.031,1.000000,440,inf
