Value,Percentile,TotalCount,1/(1-Percentile)
2.369,0.000000,1,1.00
3.623,0.100000,44,1.11
4.359,0.200000,88,1.25
5.243,0.300000,132,1.43
6.915,0.400000,176,1.67
8.035,0.500000,220,2.00
8.687,0.550000,242,2.22
9.215,0.600000,264,2.50
11.919,0.650000,286,2.86
15.815,0.700000,308,3.33
22.239,0.750000,330,4.00
24.015,0.775000,341,4.44
27.423,0.800000,352,5.00
29.951,0.825000,363,5.71
33.535,0.850000,375,6.67
35.967,0.875000,385,8.00
37.183,0.887500,391,8.89
38.015,0.900000,396,10.00
39.743,0.912500,402,11.43
42.143,0.925000,407,13.33
43.743,0.937500,413,16.00
46.815,0.943750,416,17.78
47.359,0.950000,418,20.00
50.271,0.956250,421,22.86
51.935,0.962500,424,26.67
54.751,0.968750,427,32.00
55.743,0.971875,428,35.56
63.231,0.975000,429,40.00
65.791,0.978125,431,45.71
69.503,0.981250,432,53.33
70.015,0.984375,434,64.00
70.015,0.985938,434,71.11
80.191,0.987500,435,80.00
82.239,0.989062,436,91.43
82.239,0.990625,436,106.67
83.327,0.992188,437,128.00
83.327,0.992969,437,142.22
194.815,0.993750,438,160.00
194.815,0.994531,438,182.86
194.815,0.995313,438,213.33
198.911,0.996094,439,256.00
198.911,0.996484,439,284.44
198.911,0.996875,439,320.00
198.911,0.997266,439,365.71
198.911,0.997656,439,426.67
315.391,0.998047,440,512.00
315.391,1.000000,440,inf
