Value,Percentile,TotalCount,1/(1-Percentile)
2.517,0.000000,1,1.00
3.697,0.100000,44,1.11
4.251,0.200000,88,1.25
4.967,0.300000,133,1.43
6.159,0.400000,176,1.67
7.107,0.500000,220,2.00
7.339,0.550000,242,2.22
7.815,0.600000,265,2.50
9.055,0.650000,286,2.86
10.351,0.700000,308,3.33
12.055,0.750000,330,4.00
12.591,0.775000,341,4.44
13.679,0.800000,352,5.00
14.399,0.825000,363,5.71
15.327,0.850000,374,6.67
17.439,0.875000,385,8.00
18.175,0.887500,391,8.89
19.903,0.900000,396,10.00
23.519,0.912500,402,11.43
28.655,0.925000,407,13.33
31.279,0.937500,413,16.00
32.959,0.943750,416,17.78
33.407,0.950000,418,20.00
34.687,0.956250,421,22.86
35.903,0.962500,424,26.67
37.855,0.968750,427,32.00
38.303,0.971875,428,35.56
40.255,0.975000,429,40.00
42.207,0.978125,431,45.71
42.399,0.981250,432,53.33
42.879,0.984375,434,64.00
42.879,0.985938,434,71.11
44.767,0.987500,435,80.00
44.831,0.989062,436,91.43
44.831,0.990625,436,106.67
45.183,0.992188,437,128.00
45.183,0.992969,437,142.22
49.695,0.993750,438,160.00
49.695,0.994531,438,182.86
49.695,0.995313,438,213.33
51.871,0.996094,439,256.00
51.871,0.996484,439,284.44
51.871,0.996875,439,320.00
51.871,0.997266,439,365.71
51.871,0.997656,439,426.67
56.639,0.998047,440,512.00
56.639,1.000000,440,inf
