Value,Percentile,TotalCount,1/(1-Percentile)
3.819,0.000000,1,1.00
4.435,0.100000,64,1.11
4.751,0.200000,127,1.25
4.911,0.300000,191,1.43
5.007,0.400000,257,1.67
5.075,0.500000,318,2.00
5.143,0.550000,351,2.22
5.195,0.600000,384,2.50
5.251,0.650000,415,2.86
5.331,0.700000,445,3.33
5.395,0.750000,479,4.00
5.459,0.775000,493,4.44
5.531,0.800000,508,5.00
5.579,0.825000,524,5.71
5.655,0.850000,540,6.67
5.743,0.875000,556,8.00
5.779,0.887500,564,8.89
5.911,0.900000,572,10.00
6.091,0.912500,580,11.43
6.499,0.925000,588,13.33
7.071,0.937500,596,16.00
7.167,0.943750,601,17.78
7.191,0.950000,604,20.00
7.255,0.956250,608,22.86
7.315,0.962500,612,26.67
7.515,0.968750,616,32.00
7.575,0.971875,618,35.56
7.599,0.975000,620,40.00
7.639,0.978125,622,45.71
7.707,0.981250,624,53.33
7.767,0.984375,626,64.00
7.815,0.985938,627,71.11
7.819,0.987500,628,80.00
7.851,0.989062,629,91.43
7.871,0.990625,630,106.67
8.455,0.992188,631,128.00
8.455,0.992969,631,142.22
9.183,0.993750,632,160.00
9.183,0.994531,632,182.86
9.375,0.995313,633,213.33
9.375,0.996094,633,256.00
9.375,0.996484,633,284.44
9.599,0.996875,634,320.00
9.599,0.997266,634,365.71
9.599,0.997656,634,426.67
9.599,0.998047,634,512.00
9.599,0.998242,634,568.89
10.175,0.998437,635,640.00
10.175,1.000000,635,inf
