Value,Percentile,TotalCount,1/(1-Percentile)
1.708,0.000000,1,1.00
3.811,0.100000,44,1.11
4.287,0.200000,88,1.25
5.203,0.300000,132,1.43
6.751,0.400000,176,1.67
7.835,0.500000,220,2.00
8.495,0.550000,242,2.22
9.295,0.600000,264,2.50
10.871,0.650000,286,2.86
13.151,0.700000,308,3.33
15.199,0.750000,330,4.00
16.895,0.775000,341,4.44
20.335,0.800000,352,5.00
25.199,0.825000,363,5.71
28.287,0.850000,374,6.67
32.511,0.875000,385,8.00
33.567,0.887500,391,8.89
35.391,0.900000,396,10.00
37.695,0.912500,402,11.43
38.975,0.925000,407,13.33
43.327,0.937500,413,16.00
44.127,0.943750,416,17.78
45.055,0.950000,418,20.00
46.911,0.956250,421,22.86
48.127,0.962500,424,26.67
51.455,0.968750,427,32.00
51.551,0.971875,428,35.56
51.679,0.975000,429,40.00
52.895,0.978125,431,45.71
53.887,0.981250,432,53.33
59.199,0.984375,434,64.00
59.199,0.985938,434,71.11
59.967,0.987500,435,80.00
62.911,0.989062,436,91.43
62.911,0.990625,436,106.67
73.791,0.992188,437,128.00
73.791,0.992969,437,142.22
102.271,0.993750,438,160.00
102.271,0.994531,438,182.86
102.271,0.995313,438,213.33
104.575,0.996094,439,256.00
104.575,0.996484,439,284.44
104.575,0.996875,439,320.00
104.575,0.997266,439,365.71
104.575,0.997656,439,426.67
126.207,0.998047,440,512.00
126.207,1.000000,440,inf
