Value,Percentile,TotalCount,1/(1-Percentile)
1.787,0.000000,1,1.00
3.195,0.100000,45,1.11
3.685,0.200000,88,1.25
4.683,0.300000,132,1.43
5.903,0.400000,177,1.67
6.523,0.500000,220,2.00
6.771,0.550000,242,2.22
7.203,0.600000,264,2.50
8.871,0.650000,286,2.86
10.263,0.700000,308,3.33
11.063,0.750000,330,4.00
11.511,0.775000,341,4.44
12.335,0.800000,352,5.00
13.759,0.825000,363,5.71
15.927,0.850000,374,6.67
18.303,0.875000,385,8.00
19.919,0.887500,391,8.89
22.239,0.900000,396,10.00
26.175,0.912500,402,11.43
28.943,0.925000,407,13.33
32.639,0.937500,413,16.00
33.151,0.943750,416,17.78
34.271,0.950000,418,20.00
37.983,0.956250,421,22.86
38.719,0.962500,424,26.67
40.255,0.968750,427,32.00
40.703,0.971875,428,35.56
41.183,0.975000,429,40.00
49.151,0.978125,431,45.71
56.351,0.981250,432,53.33
124.735,0.984375,434,64.00
124.735,0.985938,434,71.11
139.391,0.987500,435,80.00
153.471,0.989062,436,91.43
153.471,0.990625,436,106.67
153.855,0.992188,437,128.00
153.855,0.992969,437,142.22
178.047,0.993750,438,160.00
178.047,0.994531,438,182.86
178.047,0.995313,438,213.33
215.295,0.996094,439,256.00
215.295,0.996484,439,284.44
215.295,0.996875,439,320.00
215.295,0.997266,439,365.71
215.295,0.997656,439,426.67
219.391,0.998047,440,512.00
219.391,1.000000,440,inf
