Value,Percentile,TotalCount,1/(1-Percentile)
3.969,0.000000,1,1.00
4.463,0.100000,64,1.11
4.603,0.200000,127,1.25
4.687,0.300000,191,1.43
4.759,0.400000,256,1.67
4.851,0.500000,319,2.00
4.895,0.550000,351,2.22
4.935,0.600000,381,2.50
5.007,0.650000,414,2.86
5.083,0.700000,449,3.33
5.143,0.750000,477,4.00
5.203,0.775000,493,4.44
5.271,0.800000,509,5.00
5.303,0.825000,524,5.71
5.383,0.850000,540,6.67
5.559,0.875000,556,8.00
5.723,0.887500,564,8.89
5.835,0.900000,572,10.00
6.479,0.912500,580,11.43
6.687,0.925000,589,13.33
6.855,0.937500,596,16.00
6.911,0.943750,600,17.78
6.987,0.950000,604,20.00
7.151,0.956250,609,22.86
7.259,0.962500,612,26.67
7.331,0.968750,616,32.00
7.371,0.971875,618,35.56
7.379,0.975000,620,40.00
7.427,0.978125,622,45.71
7.471,0.981250,624,53.33
7.559,0.984375,626,64.00
7.663,0.985938,627,71.11
7.691,0.987500,628,80.00
8.079,0.989062,629,91.43
8.487,0.990625,630,106.67
9.175,0.992188,631,128.00
9.175,0.992969,631,142.22
9.623,0.993750,632,160.00
9.623,0.994531,632,182.86
11.151,0.995313,633,213.33
11.151,0.996094,633,256.00
11.151,0.996484,633,284.44
15.991,0.996875,634,320.00
15.991,0.997266,634,365.71
15.991,0.997656,634,426.67
15.991,0.998047,634,512.00
15.991,0.998242,634,568.89
19.983,0.998437,635,640.00
19.983,1.000000,635,inf
