Value,Percentile,TotalCount,1/(1-Percentile)
1.378,0.000000,1,1.00
2.383,0.100000,45,1.11
2.511,0.200000,88,1.25
2.861,0.300000,132,1.43
3.689,0.400000,176,1.67
4.203,0.500000,220,2.00
4.287,0.550000,242,2.22
4.419,0.600000,265,2.50
4.535,0.650000,288,2.86
4.667,0.700000,309,3.33
6.683,0.750000,330,4.00
7.479,0.775000,341,4.44
7.995,0.800000,352,5.00
8.335,0.825000,363,5.71
8.895,0.850000,374,6.67
9.615,0.875000,385,8.00
10.127,0.887500,391,8.89
10.255,0.900000,396,10.00
10.855,0.912500,402,11.43
11.431,0.925000,407,13.33
12.663,0.937500,413,16.00
12.927,0.943750,416,17.78
12.935,0.950000,418,20.00
13.375,0.956250,421,22.86
14.103,0.962500,424,26.67
14.759,0.968750,427,32.00
15.415,0.971875,428,35.56
16.047,0.975000,429,40.00
17.535,0.978125,431,45.71
17.951,0.981250,432,53.33
18.687,0.984375,434,64.00
18.687,0.985938,434,71.11
18.767,0.987500,435,80.00
18.991,0.989062,436,91.43
18.991,0.990625,436,106.67
26.559,0.992188,437,128.00
26.559,0.992969,437,142.22
34.079,0.993750,438,160.00
34.079,0.994531,438,182.86
34.079,0.995313,438,213.33
38.783,0.996094,439,256.00
38.783,0.996484,439,284.44
38.783,0.996875,439,320.00
38.783,0.997266,439,365.71
38.783,0.997656,439,426.67
70.335,0.998047,440,512.00
70.335,1.000000,440,inf
