Value,Percentile,TotalCount,1/(1-Percentile)
2.615,0.000000,1,1.00
3.727,0.100000,44,1.11
4.459,0.200000,88,1.25
5.587,0.300000,132,1.43
6.739,0.400000,176,1.67
8.051,0.500000,220,2.00
8.671,0.550000,242,2.22
9.407,0.600000,264,2.50
11.279,0.650000,286,2.86
15.503,0.700000,308,3.33
21.023,0.750000,330,4.00
23.103,0.775000,341,4.44
27.423,0.800000,352,5.00
30.143,0.825000,363,5.71
32.543,0.850000,374,6.67
37.887,0.875000,385,8.00
41.311,0.887500,391,8.89
43.071,0.900000,396,10.00
44.767,0.912500,402,11.43
48.543,0.925000,407,13.33
51.231,0.937500,413,16.00
54.047,0.943750,416,17.78
55.007,0.950000,418,20.00
58.271,0.956250,421,22.86
59.551,0.962500,424,26.67
60.767,0.968750,427,32.00
61.055,0.971875,428,35.56
61.279,0.975000,429,40.00
64.703,0.978125,431,45.71
66.111,0.981250,432,53.33
69.183,0.984375,434,64.00
69.183,0.985938,434,71.11
70.719,0.987500,435,80.00
73.023,0.989062,436,91.43
73.023,0.990625,436,106.67
102.655,0.992188,437,128.00
102.655,0.992969,437,142.22
129.663,0.993750,438,160.00
129.663,0.994531,438,182.86
129.663,0.995313,438,213.33
149.119,0.996094,439,256.00
149.119,0.996484,439,284.44
149.119,0.996875,439,320.00
149.119,0.997266,439,365.71
149.119,0.997656,439,426.67
166.399,0.998047,440,512.00
166.399,1.000000,440,inf
