Value,Percentile,TotalCount,1/(1-Percentile)
3.767,0.000000,1,1.00
4.227,0.100000,66,1.11
4.331,0.200000,127,1.25
4.439,0.300000,194,1.43
4.515,0.400000,254,1.67
4.595,0.500000,321,2.00
4.635,0.550000,354,2.22
4.683,0.600000,381,2.50
4.739,0.650000,415,2.86
4.795,0.700000,445,3.33
4.875,0.750000,477,4.00
4.915,0.775000,493,4.44
4.955,0.800000,508,5.00
5.015,0.825000,524,5.71
5.071,0.850000,541,6.67
5.171,0.875000,557,8.00
5.215,0.887500,565,8.89
5.287,0.900000,572,10.00
5.519,0.912500,580,11.43
6.039,0.925000,588,13.33
6.307,0.937500,597,16.00
6.471,0.943750,600,17.78
6.571,0.950000,604,20.00
6.631,0.956250,608,22.86
6.739,0.962500,612,26.67
6.807,0.968750,616,32.00
6.859,0.971875,618,35.56
6.871,0.975000,620,40.00
6.967,0.978125,622,45.71
7.035,0.981250,624,53.33
7.099,0.984375,626,64.00
7.235,0.985938,627,71.11
7.259,0.987500,628,80.00
7.263,0.989062,629,91.43
7.279,0.990625,630,106.67
7.315,0.992188,631,128.00
7.315,0.992969,631,142.22
7.459,0.993750,632,160.00
7.459,0.994531,632,182.86
7.575,0.995313,633,213.33
7.575,0.996094,633,256.00
7.575,0.996484,633,284.44
7.763,0.996875,634,320.00
7.763,0.997266,634,365.71
7.763,0.997656,634,426.67
7.763,0.998047,634,512.00
7.763,0.998242,634,568.89
7.923,0.998437,635,640.00
7.923,1.000000,635,inf
