Value,Percentile,TotalCount,1/(1-Percentile)
1.959,0.000000,1,1.00
3.513,0.100000,44,1.11
3.895,0.200000,88,1.25
5.247,0.300000,132,1.43
6.271,0.400000,176,1.67
6.963,0.500000,220,2.00
7.659,0.550000,242,2.22
8.319,0.600000,264,2.50
9.831,0.650000,286,2.86
11.167,0.700000,308,3.33
13.103,0.750000,330,4.00
14.231,0.775000,341,4.44
15.879,0.800000,352,5.00
19.343,0.825000,363,5.71
25.263,0.850000,374,6.67
27.535,0.875000,385,8.00
29.039,0.887500,391,8.89
30.367,0.900000,396,10.00
33.023,0.912500,402,11.43
34.559,0.925000,407,13.33
36.799,0.937500,413,16.00
37.855,0.943750,416,17.78
38.015,0.950000,418,20.00
40.799,0.956250,421,22.86
45.599,0.962500,424,26.67
49.151,0.968750,427,32.00
49.407,0.971875,428,35.56
49.567,0.975000,429,40.00
56.095,0.978125,431,45.71
56.415,0.981250,432,53.33
58.143,0.984375,434,64.00
58.143,0.985938,434,71.11
59.263,0.987500,435,80.00
61.183,0.989062,436,91.43
61.183,0.990625,436,106.67
64.575,0.992188,437,128.00
64.575,0.992969,437,142.22
66.047,0.993750,438,160.00
66.047,0.994531,438,182.86
66.047,0.995313,438,213.33
75.711,0.996094,439,256.00
75.711,0.996484,439,284.44
75.711,0.996875,439,320.00
75.711,0.997266,439,365.71
75.711,0.997656,439,426.67
248.575,0.998047,440,512.00
248.575,1.000000,440,inf
