Value,Percentile,TotalCount,1/(1-Percentile)
1.887,0.000000,1,1.00
3.249,0.100000,44,1.11
3.679,0.200000,88,1.25
4.235,0.300000,132,1.43
5.431,0.400000,176,1.67
6.879,0.500000,220,2.00
7.403,0.550000,242,2.22
7.883,0.600000,264,2.50
8.343,0.650000,286,2.86
9.695,0.700000,308,3.33
12.471,0.750000,330,4.00
13.975,0.775000,341,4.44
15.367,0.800000,352,5.00
16.735,0.825000,363,5.71
17.791,0.850000,374,6.67
18.639,0.875000,385,8.00
20.175,0.887500,391,8.89
21.071,0.900000,396,10.00
22.159,0.912500,402,11.43
22.607,0.925000,407,13.33
24.031,0.937500,413,16.00
25.199,0.943750,416,17.78
27.455,0.950000,418,20.00
28.623,0.956250,421,22.86
29.279,0.962500,424,26.67
30.175,0.968750,427,32.00
30.463,0.971875,429,35.56
30.463,0.975000,429,40.00
34.463,0.978125,431,45.71
34.975,0.981250,432,53.33
43.103,0.984375,434,64.00
43.103,0.985938,434,71.11
43.679,0.987500,435,80.00
44.319,0.989062,436,91.43
44.319,0.990625,436,106.67
45.151,0.992188,437,128.00
45.151,0.992969,437,142.22
70.271,0.993750,438,160.00
70.271,0.994531,438,182.86
70.271,0.995313,438,213.33
76.479,0.996094,439,256.00
76.479,0.996484,439,284.44
76.479,0.996875,439,320.00
76.479,0.997266,439,365.71
76.479,0.997656,439,426.67
120.127,0.998047,440,512.00
120.127,1.000000,440,inf
