Value,Percentile,TotalCount,1/(1-Percentile)
2.571,0.000000,1,1.00
3.025,0.100000,44,1.11
3.413,0.200000,88,1.25
4.423,0.300000,133,1.43
5.291,0.400000,176,1.67
5.787,0.500000,220,2.00
5.931,0.550000,242,2.22
6.127,0.600000,265,2.50
6.475,0.650000,286,2.86
8.999,0.700000,308,3.33
10.151,0.750000,330,4.00
10.711,0.775000,341,4.44
11.111,0.800000,352,5.00
12.111,0.825000,363,5.71
12.735,0.850000,374,6.67
13.663,0.875000,385,8.00
14.071,0.887500,391,8.89
14.575,0.900000,396,10.00
15.007,0.912500,402,11.43
15.495,0.925000,407,13.33
16.159,0.937500,413,16.00
16.799,0.943750,416,17.78
17.919,0.950000,418,20.00
18.287,0.956250,421,22.86
18.959,0.962500,424,26.67
19.871,0.968750,427,32.00
19.935,0.971875,428,35.56
21.055,0.975000,429,40.00
21.199,0.978125,431,45.71
21.423,0.981250,432,53.33
22.223,0.984375,434,64.00
22.223,0.985938,434,71.11
24.591,0.987500,435,80.00
24.655,0.989062,436,91.43
24.655,0.990625,436,106.67
25.055,0.992188,437,128.00
25.055,0.992969,437,142.22
25.631,0.993750,438,160.00
25.631,0.994531,438,182.86
25.631,0.995313,438,213.33
27.567,0.996094,439,256.00
27.567,0.996484,439,284.44
27.567,0.996875,439,320.00
27.567,0.997266,439,365.71
27.567,0.997656,439,426.67
27.823,0.998047,440,512.00
27.823,1.000000,440,inf
