Value,Percentile,TotalCount,1/(1-Percentile)
1.638,0.000000,1,1.00
2.921,0.100000,44,1.11
3.207,0.200000,88,1.25
4.061,0.300000,132,1.43
5.127,0.400000,176,1.67
5.795,0.500000,220,2.00
5.959,0.550000,242,2.22
6.175,0.600000,265,2.50
6.679,0.650000,287,2.86
10.615,0.700000,308,3.33
11.655,0.750000,330,4.00
12.367,0.775000,341,4.44
13.111,0.800000,352,5.00
13.719,0.825000,363,5.71
14.423,0.850000,374,6.67
15.575,0.875000,385,8.00
16.343,0.887500,391,8.89
16.639,0.900000,396,10.00
17.279,0.912500,402,11.43
18.431,0.925000,407,13.33
20.063,0.937500,413,16.00
21.023,0.943750,416,17.78
22.159,0.950000,418,20.00
23.055,0.956250,421,22.86
23.551,0.962500,424,26.67
24.271,0.968750,427,32.00
24.463,0.971875,428,35.56
24.735,0.975000,429,40.00
25.327,0.978125,431,45.71
25.519,0.981250,432,53.33
26.287,0.984375,434,64.00
26.287,0.985938,434,71.11
26.319,0.987500,435,80.00
26.687,0.989062,436,91.43
26.687,0.990625,436,106.67
27.423,0.992188,437,128.00
27.423,0.992969,437,142.22
28.655,0.993750,438,160.00
28.655,0.994531,438,182.86
28.655,0.995313,438,213.33
31.551,0.996094,439,256.00
31.551,0.996484,439,284.44
31.551,0.996875,439,320.00
31.551,0.997266,439,365.71
31.551,0.997656,439,426.67
75.135,0.998047,440,512.00
75.135,1.000000,440,inf
