Value,Percentile,TotalCount,1/(1-Percentile)
1.610,0.000000,1,1.00
2.805,0.100000,44,1.11
3.063,0.200000,88,1.25
4.087,0.300000,132,1.43
4.967,0.400000,176,1.67
5.267,0.500000,221,2.00
5.379,0.550000,242,2.22
5.559,0.600000,264,2.50
5.967,0.650000,286,2.86
8.655,0.700000,308,3.33
9.415,0.750000,330,4.00
9.855,0.775000,341,4.44
10.295,0.800000,353,5.00
11.047,0.825000,363,5.71
11.663,0.850000,374,6.67
12.431,0.875000,385,8.00
12.703,0.887500,391,8.89
13.343,0.900000,396,10.00
13.791,0.912500,402,11.43
14.535,0.925000,407,13.33
15.079,0.937500,413,16.00
16.031,0.943750,416,17.78
16.207,0.950000,418,20.00
17.567,0.956250,421,22.86
18.143,0.962500,424,26.67
19.231,0.968750,427,32.00
20.255,0.971875,428,35.56
20.319,0.975000,429,40.00
20.575,0.978125,431,45.71
20.767,0.981250,432,53.33
23.327,0.984375,434,64.00
23.327,0.985938,434,71.11
24.095,0.987500,435,80.00
25.663,0.989062,436,91.43
25.663,0.990625,436,106.67
26.111,0.992188,437,128.00
26.111,0.992969,437,142.22
28.687,0.993750,438,160.00
28.687,0.994531,438,182.86
28.687,0.995313,438,213.33
40.511,0.996094,439,256.00
40.511,0.996484,439,284.44
40.511,0.996875,439,320.00
40.511,0.997266,439,365.71
40.511,0.997656,439,426.67
73.727,0.998047,440,512.00
73.727,1.000000,440,inf
