Value,Percentile,TotalCount,1/(1-Percentile)
3.909,0.000000,1,1.00
4.455,0.100000,66,1.11
4.579,0.200000,129,1.25
4.655,0.300000,191,1.43
4.747,0.400000,256,1.67
4.831,0.500000,321,2.00
4.867,0.550000,350,2.22
4.915,0.600000,385,2.50
4.971,0.650000,415,2.86
5.039,0.700000,445,3.33
5.119,0.750000,477,4.00
5.155,0.775000,493,4.44
5.211,0.800000,509,5.00
5.267,0.825000,524,5.71
5.359,0.850000,541,6.67
5.439,0.875000,556,8.00
5.559,0.887500,564,8.89
5.707,0.900000,572,10.00
6.083,0.912500,580,11.43
6.759,0.925000,588,13.33
7.019,0.937500,596,16.00
7.075,0.943750,600,17.78
7.147,0.950000,604,20.00
7.191,0.956250,608,22.86
7.223,0.962500,612,26.67
7.251,0.968750,616,32.00
7.283,0.971875,618,35.56
7.335,0.975000,620,40.00
7.383,0.978125,622,45.71
7.471,0.981250,624,53.33
7.503,0.984375,626,64.00
7.515,0.985938,627,71.11
7.555,0.987500,628,80.00
7.663,0.989062,629,91.43
7.727,0.990625,630,106.67
7.855,0.992188,631,128.00
7.855,0.992969,631,142.22
8.087,0.993750,632,160.00
8.087,0.994531,632,182.86
8.959,0.995313,633,213.33
8.959,0.996094,633,256.00
8.959,0.996484,633,284.44
9.615,0.996875,634,320.00
9.615,0.997266,634,365.71
9.615,0.997656,634,426.67
9.615,0.998047,634,512.00
9.615,0.998242,634,568.89
10.231,0.998437,635,640.00
10.231,1.000000,635,inf
