Value,Percentile,TotalCount,1/(1-Percentile)
1.806,0.000000,1,1.00
3.371,0.100000,44,1.11
3.853,0.200000,88,1.25
4.683,0.300000,132,1.43
6.015,0.400000,176,1.67
6.707,0.500000,220,2.00
7.051,0.550000,242,2.22
7.563,0.600000,264,2.50
8.703,0.650000,286,2.86
10.319,0.700000,308,3.33
11.783,0.750000,330,4.00
12.343,0.775000,342,4.44
12.991,0.800000,352,5.00
13.575,0.825000,363,5.71
14.871,0.850000,374,6.67
16.191,0.875000,385,8.00
16.959,0.887500,391,8.89
19.487,0.900000,398,10.00
22.527,0.912500,402,11.43
25.103,0.925000,407,13.33
26.703,0.937500,413,16.00
30.383,0.943750,416,17.78
31.519,0.950000,418,20.00
32.383,0.956250,421,22.86
34.015,0.962500,424,26.67
35.679,0.968750,427,32.00
35.967,0.971875,428,35.56
40.255,0.975000,429,40.00
46.239,0.978125,431,45.71
47.999,0.981250,432,53.33
48.127,0.984375,434,64.00
48.127,0.985938,434,71.11
50.111,0.987500,435,80.00
62.879,0.989062,436,91.43
62.879,0.990625,436,106.67
63.519,0.992188,437,128.00
63.519,0.992969,437,142.22
68.351,0.993750,438,160.00
68.351,0.994531,438,182.86
68.351,0.995313,438,213.33
73.855,0.996094,439,256.00
73.855,0.996484,439,284.44
73.855,0.996875,439,320.00
73.855,0.997266,439,365.71
73.855,0.997656,439,426.67
207.615,0.998047,440,512.00
207.615,1.000000,440,inf
