Value,Percentile,TotalCount,1/(1-Percentile)
2.249,0.000000,1,1.00
3.607,0.100000,44,1.11
4.295,0.200000,88,1.25
5.351,0.300000,132,1.43
6.615,0.400000,176,1.67
7.775,0.500000,220,2.00
8.343,0.550000,242,2.22
8.919,0.600000,264,2.50
9.735,0.650000,286,2.86
13.247,0.700000,308,3.33
17.231,0.750000,331,4.00
19.263,0.775000,341,4.44
24.303,0.800000,352,5.00
26.735,0.825000,363,5.71
29.839,0.850000,374,6.67
34.975,0.875000,385,8.00
36.511,0.887500,391,8.89
37.759,0.900000,396,10.00
39.679,0.912500,402,11.43
42.719,0.925000,408,13.33
45.119,0.937500,413,16.00
47.743,0.943750,416,17.78
48.703,0.950000,418,20.00
50.591,0.956250,421,22.86
52.543,0.962500,424,26.67
60.095,0.968750,427,32.00
60.671,0.971875,428,35.56
65.503,0.975000,429,40.00
66.431,0.978125,431,45.71
70.719,0.981250,432,53.33
89.791,0.984375,434,64.00
89.791,0.985938,434,71.11
93.759,0.987500,435,80.00
100.351,0.989062,436,91.43
100.351,0.990625,436,106.67
103.167,0.992188,437,128.00
103.167,0.992969,437,142.22
103.295,0.993750,438,160.00
103.295,0.994531,438,182.86
103.295,0.995313,438,213.33
113.151,0.996094,439,256.00
113.151,0.996484,439,284.44
113.151,0.996875,439,320.00
113.151,0.997266,439,365.71
113.151,0.997656,439,426.67
508.415,0.998047,440,512.00
508.415,1.000000,440,inf
