Value,Percentile,TotalCount,1/(1-Percentile)
1.797,0.000000,1,1.00
3.017,0.100000,44,1.11
3.259,0.200000,89,1.25
4.087,0.300000,132,1.43
4.487,0.400000,176,1.67
5.355,0.500000,220,2.00
5.555,0.550000,242,2.22
5.675,0.600000,264,2.50
6.035,0.650000,286,2.86
8.015,0.700000,308,3.33
9.783,0.750000,330,4.00
10.255,0.775000,341,4.44
11.311,0.800000,352,5.00
13.199,0.825000,363,5.71
15.183,0.850000,374,6.67
20.815,0.875000,385,8.00
23.327,0.887500,391,8.89
27.919,0.900000,396,10.00
35.135,0.912500,402,11.43
41.567,0.925000,407,13.33
49.151,0.937500,413,16.00
51.199,0.943750,416,17.78
57.311,0.950000,418,20.00
62.207,0.956250,421,22.86
65.791,0.962500,424,26.67
76.735,0.968750,427,32.00
81.727,0.971875,428,35.56
102.847,0.975000,429,40.00
107.839,0.978125,431,45.71
115.263,0.981250,432,53.33
135.423,0.984375,434,64.00
135.423,0.985938,434,71.11
137.599,0.987500,435,80.00
143.231,0.989062,436,91.43
143.231,0.990625,436,106.67
143.871,0.992188,437,128.00
143.871,0.992969,437,142.22
155.519,0.993750,438,160.00
155.519,0.994531,438,182.86
155.519,0.995313,438,213.33
163.583,0.996094,439,256.00
163.583,0.996484,439,284.44
163.583,0.996875,439,320.00
163.583,0.997266,439,365.71
163.583,0.997656,439,426.67
170.367,0.998047,440,512.00
170.367,1.000000,440,inf
