Value,Percentile,TotalCount,1/(1-Percentile)
3.821,0.000000,1,1.00
4.631,0.100000,66,1.11
4.771,0.200000,127,1.25
4.883,0.300000,191,1.43
4.983,0.400000,256,1.67
5.059,0.500000,319,2.00
5.135,0.550000,350,2.22
5.191,0.600000,383,2.50
5.263,0.650000,413,2.86
5.359,0.700000,449,3.33
5.435,0.750000,478,4.00
5.495,0.775000,494,4.44
5.543,0.800000,508,5.00
5.615,0.825000,524,5.71
5.743,0.850000,540,6.67
5.919,0.875000,556,8.00
6.095,0.887500,564,8.89
6.175,0.900000,572,10.00
6.735,0.912500,580,11.43
7.051,0.925000,588,13.33
7.187,0.937500,596,16.00
7.243,0.943750,600,17.78
7.371,0.950000,604,20.00
7.455,0.956250,608,22.86
7.567,0.962500,612,26.67
7.711,0.968750,616,32.00
7.779,0.971875,618,35.56
7.795,0.975000,620,40.00
7.943,0.978125,622,45.71
7.967,0.981250,624,53.33
8.223,0.984375,626,64.00
8.319,0.985938,627,71.11
8.615,0.987500,628,80.00
8.799,0.989062,629,91.43
8.919,0.990625,630,106.67
9.719,0.992188,631,128.00
9.719,0.992969,631,142.22
12.935,0.993750,632,160.00
12.935,0.994531,632,182.86
16.847,0.995313,633,213.33
16.847,0.996094,633,256.00
16.847,0.996484,633,284.44
18.895,0.996875,634,320.00
18.895,0.997266,634,365.71
18.895,0.997656,634,426.67
18.895,0.998047,634,512.00
18.895,0.998242,634,568.89
21.263,0.998437,635,640.00
21.263,1.000000,635,inf
