Value,Percentile,TotalCount,1/(1-Percentile)
2.285,0.000000,1,1.00
3.637,0.100000,44,1.11
4.259,0.200000,88,1.25
5.511,0.300000,133,1.43
6.807,0.400000,176,1.67
7.895,0.500000,220,2.00
8.199,0.550000,242,2.22
9.055,0.600000,264,2.50
10.127,0.650000,286,2.86
15.055,0.700000,308,3.33
20.319,0.750000,330,4.00
24.303,0.775000,341,4.44
26.591,0.800000,352,5.00
28.399,0.825000,363,5.71
30.111,0.850000,374,6.67
32.831,0.875000,385,8.00
34.687,0.887500,391,8.89
36.543,0.900000,396,10.00
38.303,0.912500,403,11.43
40.095,0.925000,407,13.33
42.527,0.937500,414,16.00
43.103,0.943750,416,17.78
45.087,0.950000,418,20.00
45.887,0.956250,421,22.86
48.383,0.962500,424,26.67
49.599,0.968750,427,32.00
49.759,0.971875,428,35.56
53.055,0.975000,429,40.00
54.463,0.978125,431,45.71
56.671,0.981250,432,53.33
63.775,0.984375,434,64.00
63.775,0.985938,434,71.11
64.223,0.987500,435,80.00
64.607,0.989062,436,91.43
64.607,0.990625,436,106.67
64.671,0.992188,437,128.00
64.671,0.992969,437,142.22
77.951,0.993750,438,160.00
77.951,0.994531,438,182.86
77.951,0.995313,438,213.33
104.319,0.996094,439,256.00
104.319,0.996484,439,284.44
104.319,0.996875,439,320.00
104.319,0.997266,439,365.71
104.319,0.997656,439,426.67
233.727,0.998047,440,512.00
233.727,1.000000,440,inf
