Value,Percentile,TotalCount,1/(1-Percentile)
3.731,0.000000,1,1.00
4.227,0.100000,65,1.11
4.371,0.200000,128,1.25
4.455,0.300000,195,1.43
4.523,0.400000,259,1.67
4.607,0.500000,319,2.00
4.655,0.550000,351,2.22
4.711,0.600000,381,2.50
4.771,0.650000,413,2.86
4.831,0.700000,445,3.33
4.903,0.750000,477,4.00
4.963,0.775000,493,4.44
5.019,0.800000,508,5.00
5.071,0.825000,524,5.71
5.171,0.850000,540,6.67
5.271,0.875000,556,8.00
5.331,0.887500,564,8.89
5.471,0.900000,572,10.00
5.811,0.912500,580,11.43
6.307,0.925000,588,13.33
6.487,0.937500,597,16.00
6.603,0.943750,600,17.78
6.667,0.950000,604,20.00
6.699,0.956250,608,22.86
6.759,0.962500,612,26.67
6.823,0.968750,616,32.00
6.851,0.971875,618,35.56
6.859,0.975000,620,40.00
6.887,0.978125,622,45.71
6.951,0.981250,624,53.33
7.083,0.984375,626,64.00
7.123,0.985938,627,71.11
7.195,0.987500,628,80.00
7.367,0.989062,629,91.43
7.459,0.990625,630,106.67
7.523,0.992188,631,128.00
7.523,0.992969,631,142.22
8.551,0.993750,632,160.00
8.551,0.994531,632,182.86
8.615,0.995313,633,213.33
8.615,0.996094,633,256.00
8.615,0.996484,633,284.44
9.639,0.996875,634,320.00
9.639,0.997266,634,365.71
9.639,0.997656,634,426.67
9.639,0.998047,634,512.00
9.639,0.998242,634,568.89
15.703,0.998437,635,640.00
15.703,1.000000,635,inf
