Value,Percentile,TotalCount,1/(1-Percentile)
2.523,0.000000,1,1.00
3.477,0.100000,44,1.11
4.001,0.200000,88,1.25
4.951,0.300000,132,1.43
6.159,0.400000,176,1.67
6.747,0.500000,220,2.00
7.223,0.550000,242,2.22
7.803,0.600000,264,2.50
9.559,0.650000,286,2.86
11.023,0.700000,308,3.33
12.023,0.750000,330,4.00
12.639,0.775000,341,4.44
13.935,0.800000,352,5.00
15.015,0.825000,363,5.71
15.687,0.850000,374,6.67
18.447,0.875000,385,8.00
20.367,0.887500,391,8.89
23.071,0.900000,396,10.00
26.287,0.912500,402,11.43
28.255,0.925000,407,13.33
30.943,0.937500,413,16.00
31.567,0.943750,416,17.78
31.919,0.950000,418,20.00
33.951,0.956250,421,22.86
38.687,0.962500,424,26.67
41.215,0.968750,427,32.00
42.047,0.971875,428,35.56
42.815,0.975000,429,40.00
44.383,0.978125,431,45.71
45.343,0.981250,432,53.33
45.503,0.984375,434,64.00
45.503,0.985938,434,71.11
46.463,0.987500,435,80.00
47.743,0.989062,436,91.43
47.743,0.990625,436,106.67
47.871,0.992188,437,128.00
47.871,0.992969,437,142.22
50.815,0.993750,438,160.00
50.815,0.994531,438,182.86
50.815,0.995313,438,213.33
61.823,0.996094,439,256.00
61.823,0.996484,439,284.44
61.823,0.996875,439,320.00
61.823,0.997266,439,365.71
61.823,0.997656,439,426.67
175.615,0.998047,440,512.00
175.615,1.000000,440,inf
