Value,Percentile,TotalCount,1/(1-Percentile)
2.012,0.000000,1,1.00
3.481,0.100000,44,1.11
4.093,0.200000,88,1.25
4.771,0.300000,132,1.43
6.095,0.400000,176,1.67
7.051,0.500000,220,2.00
7.603,0.550000,242,2.22
8.131,0.600000,264,2.50
9.535,0.650000,286,2.86
10.479,0.700000,309,3.33
12.527,0.750000,330,4.00
14.815,0.775000,341,4.44
17.343,0.800000,352,5.00
19.711,0.825000,363,5.71
25.135,0.850000,374,6.67
27.007,0.875000,385,8.00
29.343,0.887500,391,8.89
31.711,0.900000,396,10.00
35.039,0.912500,402,11.43
36.575,0.925000,407,13.33
37.855,0.937500,413,16.00
38.303,0.943750,416,17.78
39.615,0.950000,418,20.00
42.431,0.956250,421,22.86
43.103,0.962500,424,26.67
44.767,0.968750,427,32.00
45.119,0.971875,428,35.56
46.175,0.975000,429,40.00
47.679,0.978125,431,45.71
48.575,0.981250,432,53.33
50.399,0.984375,434,64.00
50.399,0.985938,434,71.11
50.847,0.987500,435,80.00
51.327,0.989062,436,91.43
51.327,0.990625,436,106.67
51.935,0.992188,437,128.00
51.935,0.992969,437,142.22
53.439,0.993750,438,160.00
53.439,0.994531,438,182.86
53.439,0.995313,438,213.33
53.599,0.996094,439,256.00
53.599,0.996484,439,284.44
53.599,0.996875,439,320.00
53.599,0.997266,439,365.71
53.599,0.997656,439,426.67
55.743,0.998047,440,512.00
55.743,1.000000,440,inf
