Value,Percentile,TotalCount,1/(1-Percentile)
1.749,0.000000,1,1.00
3.657,0.100000,44,1.11
4.239,0.200000,88,1.25
5.287,0.300000,132,1.43
6.411,0.400000,176,1.67
7.215,0.500000,220,2.00
7.679,0.550000,242,2.22
8.375,0.600000,264,2.50
9.551,0.650000,286,2.86
11.399,0.700000,308,3.33
12.231,0.750000,330,4.00
12.783,0.775000,341,4.44
13.431,0.800000,352,5.00
14.255,0.825000,363,5.71
15.191,0.850000,374,6.67
17.071,0.875000,385,8.00
18.559,0.887500,391,8.89
20.127,0.900000,396,10.00
26.767,0.912500,402,11.43
29.103,0.925000,407,13.33
31.679,0.937500,413,16.00
33.567,0.943750,416,17.78
34.847,0.950000,418,20.00
38.431,0.956250,421,22.86
41.087,0.962500,424,26.67
45.055,0.968750,427,32.00
45.887,0.971875,428,35.56
47.103,0.975000,429,40.00
50.303,0.978125,431,45.71
51.039,0.981250,432,53.33
55.423,0.984375,434,64.00
55.423,0.985938,434,71.11
59.423,0.987500,435,80.00
59.647,0.989062,436,91.43
59.647,0.990625,436,106.67
80.575,0.992188,437,128.00
80.575,0.992969,437,142.22
104.959,0.993750,438,160.00
104.959,0.994531,438,182.86
104.959,0.995313,438,213.33
143.871,0.996094,439,256.00
143.871,0.996484,439,284.44
143.871,0.996875,439,320.00
143.871,0.997266,439,365.71
143.871,0.997656,439,426.67
539.647,0.998047,440,512.00
539.647,1.000000,440,inf
