Value,Percentile,TotalCount,1/(1-Percentile)
3.779,0.000000,1,1.00
4.415,0.100000,64,1.11
4.579,0.200000,133,1.25
4.647,0.300000,196,1.43
4.735,0.400000,255,1.67
4.847,0.500000,318,2.00
4.895,0.550000,354,2.22
4.939,0.600000,382,2.50
5.011,0.650000,413,2.86
5.087,0.700000,445,3.33
5.171,0.750000,477,4.00
5.223,0.775000,493,4.44
5.283,0.800000,508,5.00
5.335,0.825000,524,5.71
5.419,0.850000,540,6.67
5.587,0.875000,556,8.00
5.667,0.887500,564,8.89
5.767,0.900000,572,10.00
6.167,0.912500,580,11.43
6.767,0.925000,588,13.33
6.967,0.937500,596,16.00
7.003,0.943750,600,17.78
7.099,0.950000,604,20.00
7.167,0.956250,608,22.86
7.419,0.962500,612,26.67
7.499,0.968750,616,32.00
7.531,0.971875,618,35.56
7.599,0.975000,620,40.00
7.663,0.978125,622,45.71
7.783,0.981250,624,53.33
7.871,0.984375,627,64.00
7.871,0.985938,627,71.11
7.951,0.987500,628,80.00
8.095,0.989062,629,91.43
8.215,0.990625,630,106.67
8.383,0.992188,631,128.00
8.383,0.992969,631,142.22
8.607,0.993750,632,160.00
8.607,0.994531,632,182.86
8.983,0.995313,633,213.33
8.983,0.996094,633,256.00
8.983,0.996484,633,284.44
9.751,0.996875,634,320.00
9.751,0.997266,634,365.71
9.751,0.997656,634,426.67
9.751,0.998047,634,512.00
9.751,0.998242,634,568.89
14.399,0.998437,635,640.00
14.399,1.000000,635,inf
