Value,Percentile,TotalCount,1/(1-Percentile)
1.875,0.000000,1,1.00
2.521,0.100000,44,1.11
2.673,0.200000,88,1.25
3.575,0.300000,132,1.43
4.259,0.400000,176,1.67
4.563,0.500000,220,2.00
4.651,0.550000,243,2.22
4.795,0.600000,264,2.50
5.019,0.650000,286,2.86
7.087,0.700000,308,3.33
8.527,0.750000,330,4.00
8.823,0.775000,341,4.44
9.151,0.800000,353,5.00
9.591,0.825000,363,5.71
10.295,0.850000,374,6.67
11.151,0.875000,385,8.00
11.679,0.887500,391,8.89
11.879,0.900000,396,10.00
12.327,0.912500,402,11.43
12.631,0.925000,407,13.33
13.551,0.937500,414,16.00
13.607,0.943750,416,17.78
14.135,0.950000,418,20.00
15.279,0.956250,421,22.86
15.903,0.962500,424,26.67
16.511,0.968750,427,32.00
17.119,0.971875,428,35.56
17.151,0.975000,429,40.00
17.727,0.978125,431,45.71
18.175,0.981250,432,53.33
21.071,0.984375,434,64.00
21.071,0.985938,434,71.11
21.183,0.987500,435,80.00
21.231,0.989062,436,91.43
21.231,0.990625,436,106.67
21.759,0.992188,437,128.00
21.759,0.992969,437,142.22
23.343,0.993750,438,160.00
23.343,0.994531,438,182.86
23.343,0.995313,438,213.33
40.383,0.996094,439,256.00
40.383,0.996484,439,284.44
40.383,0.996875,439,320.00
40.383,0.997266,439,365.71
40.383,0.997656,439,426.67
62.463,0.998047,440,512.00
62.463,1.000000,440,inf
