Value,Percentile,TotalCount,1/(1-Percentile)
3.941,0.000000,1,1.00
4.887,0.100000,65,1.11
4.999,0.200000,128,1.25
5.119,0.300000,191,1.43
5.259,0.400000,254,1.67
5.411,0.500000,320,2.00
5.487,0.550000,350,2.22
5.555,0.600000,381,2.50
5.627,0.650000,413,2.86
5.731,0.700000,445,3.33
5.859,0.750000,479,4.00
5.923,0.775000,496,4.44
6.011,0.800000,508,5.00
6.187,0.825000,524,5.71
6.479,0.850000,540,6.67
7.039,0.875000,556,8.00
7.107,0.887500,564,8.89
7.207,0.900000,572,10.00
7.439,0.912500,580,11.43
7.543,0.925000,588,13.33
7.751,0.937500,596,16.00
7.823,0.943750,600,17.78
7.875,0.950000,604,20.00
7.939,0.956250,608,22.86
8.107,0.962500,612,26.67
8.263,0.968750,616,32.00
8.311,0.971875,618,35.56
8.751,0.975000,620,40.00
8.831,0.978125,622,45.71
9.463,0.981250,624,53.33
9.743,0.984375,626,64.00
9.783,0.985938,627,71.11
10.055,0.987500,628,80.00
10.167,0.989062,629,91.43
10.431,0.990625,630,106.67
10.631,0.992188,631,128.00
10.631,0.992969,631,142.22
10.711,0.993750,632,160.00
10.711,0.994531,632,182.86
10.847,0.995313,633,213.33
10.847,0.996094,633,256.00
10.847,0.996484,633,284.44
11.111,0.996875,635,320.00
11.111,1.000000,635,inf
