Value,Percentile,TotalCount,1/(1-Percentile)
1.940,0.000000,1,1.00
3.139,0.100000,44,1.11
3.503,0.200000,88,1.25
4.447,0.300000,132,1.43
5.183,0.400000,176,1.67
5.879,0.500000,221,2.00
6.151,0.550000,242,2.22
6.395,0.600000,264,2.50
6.879,0.650000,286,2.86
9.975,0.700000,308,3.33
11.271,0.750000,330,4.00
11.919,0.775000,341,4.44
12.391,0.800000,352,5.00
12.863,0.825000,363,5.71
13.463,0.850000,374,6.67
14.215,0.875000,385,8.00
14.983,0.887500,391,8.89
15.559,0.900000,397,10.00
16.167,0.912500,402,11.43
17.087,0.925000,407,13.33
17.999,0.937500,413,16.00
18.367,0.943750,416,17.78
19.119,0.950000,418,20.00
20.047,0.956250,421,22.86
20.511,0.962500,424,26.67
21.103,0.968750,427,32.00
21.535,0.971875,428,35.56
21.791,0.975000,429,40.00
22.335,0.978125,431,45.71
22.575,0.981250,432,53.33
24.303,0.984375,434,64.00
24.303,0.985938,434,71.11
25.167,0.987500,435,80.00
27.983,0.989062,436,91.43
27.983,0.990625,436,106.67
38.175,0.992188,437,128.00
38.175,0.992969,437,142.22
80.703,0.993750,438,160.00
80.703,0.994531,438,182.86
80.703,0.995313,438,213.33
109.823,0.996094,439,256.00
109.823,0.996484,439,284.44
109.823,0.996875,439,320.00
109.823,0.997266,439,365.71
109.823,0.997656,439,426.67
134.399,0.998047,440,512.00
134.399,1.000000,440,inf
