Value,Percentile,TotalCount,1/(1-Percentile)
3.851,0.000000,1,1.00
4.531,0.100000,66,1.11
4.731,0.200000,130,1.25
4.863,0.300000,192,1.43
4.959,0.400000,255,1.67
5.059,0.500000,318,2.00
5.111,0.550000,350,2.22
5.167,0.600000,383,2.50
5.239,0.650000,413,2.86
5.331,0.700000,449,3.33
5.423,0.750000,477,4.00
5.467,0.775000,493,4.44
5.531,0.800000,508,5.00
5.611,0.825000,524,5.71
5.699,0.850000,540,6.67
5.891,0.875000,556,8.00
6.023,0.887500,564,8.89
6.243,0.900000,572,10.00
6.723,0.912500,580,11.43
6.867,0.925000,588,13.33
7.123,0.937500,596,16.00
7.171,0.943750,600,17.78
7.255,0.950000,604,20.00
7.315,0.956250,609,22.86
7.363,0.962500,612,26.67
7.515,0.968750,616,32.00
7.595,0.971875,618,35.56
7.639,0.975000,621,40.00
7.691,0.978125,622,45.71
7.803,0.981250,624,53.33
7.847,0.984375,626,64.00
7.887,0.985938,627,71.11
7.903,0.987500,628,80.00
8.107,0.989062,629,91.43
8.367,0.990625,630,106.67
8.663,0.992188,631,128.00
8.663,0.992969,631,142.22
8.871,0.993750,632,160.00
8.871,0.994531,632,182.86
9.711,0.995313,633,213.33
9.711,0.996094,633,256.00
9.711,0.996484,633,284.44
9.783,0.996875,634,320.00
9.783,0.997266,634,365.71
9.783,0.997656,634,426.67
9.783,0.998047,634,512.00
9.783,0.998242,634,568.89
15.247,0.998437,635,640.00
15.247,1.000000,635,inf
