Value,Percentile,TotalCount,1/(1-Percentile)
1.540,0.000000,1,1.00
2.359,0.100000,44,1.11
2.509,0.200000,88,1.25
3.147,0.300000,132,1.43
3.959,0.400000,176,1.67
4.263,0.500000,220,2.00
4.371,0.550000,243,2.22
4.439,0.600000,264,2.50
4.695,0.650000,286,2.86
4.975,0.700000,308,3.33
7.655,0.750000,330,4.00
8.319,0.775000,341,4.44
8.519,0.800000,352,5.00
8.695,0.825000,363,5.71
9.039,0.850000,374,6.67
9.455,0.875000,385,8.00
9.991,0.887500,391,8.89
10.263,0.900000,396,10.00
10.543,0.912500,402,11.43
11.079,0.925000,407,13.33
11.479,0.937500,413,16.00
12.015,0.943750,416,17.78
12.495,0.950000,418,20.00
12.703,0.956250,421,22.86
13.727,0.962500,424,26.67
14.319,0.968750,427,32.00
14.343,0.971875,428,35.56
14.887,0.975000,429,40.00
15.191,0.978125,431,45.71
15.223,0.981250,432,53.33
15.767,0.984375,434,64.00
15.767,0.985938,434,71.11
16.463,0.987500,435,80.00
16.607,0.989062,436,91.43
16.607,0.990625,436,106.67
16.815,0.992188,437,128.00
16.815,0.992969,437,142.22
17.711,0.993750,438,160.00
17.711,0.994531,438,182.86
17.711,0.995313,438,213.33
18.383,0.996094,439,256.00
18.383,0.996484,439,284.44
18.383,0.996875,439,320.00
18.383,0.997266,439,365.71
18.383,0.997656,439,426.67
33.407,0.998047,440,512.00
33.407,1.000000,440,inf
