Value,Percentile,TotalCount,1/(1-Percentile)
3.753,0.000000,1,1.00
4.247,0.100000,64,1.11
4.343,0.200000,128,1.25
4.407,0.300000,192,1.43
4.483,0.400000,255,1.67
4.571,0.500000,319,2.00
4.603,0.550000,350,2.22
4.639,0.600000,381,2.50
4.691,0.650000,415,2.86
4.735,0.700000,446,3.33
4.815,0.750000,477,4.00
4.863,0.775000,494,4.44
4.927,0.800000,508,5.00
4.971,0.825000,524,5.71
5.043,0.850000,540,6.67
5.111,0.875000,556,8.00
5.179,0.887500,564,8.89
5.299,0.900000,572,10.00
5.831,0.912500,580,11.43
6.227,0.925000,588,13.33
6.475,0.937500,597,16.00
6.551,0.943750,600,17.78
6.587,0.950000,604,20.00
6.639,0.956250,609,22.86
6.695,0.962500,612,26.67
6.731,0.968750,616,32.00
6.775,0.971875,618,35.56
6.915,0.975000,620,40.00
6.963,0.978125,622,45.71
6.979,0.981250,624,53.33
7.023,0.984375,626,64.00
7.123,0.985938,627,71.11
7.231,0.987500,628,80.00
7.239,0.989062,629,91.43
7.463,0.990625,630,106.67
7.519,0.992188,631,128.00
7.519,0.992969,631,142.22
8.059,0.993750,632,160.00
8.059,0.994531,632,182.86
8.703,0.995313,633,213.33
8.703,0.996094,633,256.00
8.703,0.996484,633,284.44
8.855,0.996875,634,320.00
8.855,0.997266,634,365.71
8.855,0.997656,634,426.67
8.855,0.998047,634,512.00
8.855,0.998242,634,568.89
10.375,0.998437,635,640.00
10.375,1.000000,635,inf
