Value,Percentile,TotalCount,1/(1-Percentile)
1.273,0.000000,1,1.00
3.605,0.100000,44,1.11
4.195,0.200000,88,1.25
5.011,0.300000,132,1.43
6.207,0.400000,176,1.67
7.047,0.500000,220,2.00
7.547,0.550000,242,2.22
8.159,0.600000,264,2.50
10.119,0.650000,286,2.86
11.303,0.700000,308,3.33
12.479,0.750000,330,4.00
13.535,0.775000,341,4.44
14.735,0.800000,352,5.00
16.103,0.825000,363,5.71
18.991,0.850000,374,6.67
21.791,0.875000,385,8.00
23.119,0.887500,391,8.89
27.247,0.900000,396,10.00
32.271,0.912500,402,11.43
33.567,0.925000,407,13.33
36.767,0.937500,413,16.00
39.199,0.943750,416,17.78
40.735,0.950000,418,20.00
42.815,0.956250,421,22.86
43.583,0.962500,424,26.67
45.695,0.968750,427,32.00
45.951,0.971875,428,35.56
47.039,0.975000,429,40.00
50.495,0.978125,431,45.71
51.711,0.981250,432,53.33
51.871,0.984375,434,64.00
51.871,0.985938,434,71.11
54.911,0.987500,435,80.00
58.431,0.989062,436,91.43
58.431,0.990625,436,106.67
60.159,0.992188,437,128.00
60.159,0.992969,437,142.22
61.023,0.993750,438,160.00
61.023,0.994531,438,182.86
61.023,0.995313,438,213.33
61.087,0.996094,439,256.00
61.087,0.996484,439,284.44
61.087,0.996875,439,320.00
61.087,0.997266,439,365.71
61.087,0.997656,439,426.67
89.471,0.998047,440,512.00
89.471,1.000000,440,inf
