Value,Percentile,TotalCount,1/(1-Percentile)
4.017,0.000000,1,1.00
4.887,0.100000,66,1.11
4.975,0.200000,128,1.25
5.059,0.300000,191,1.43
5.179,0.400000,256,1.67
5.299,0.500000,318,2.00
5.367,0.550000,351,2.22
5.419,0.600000,381,2.50
5.519,0.650000,414,2.86
5.623,0.700000,446,3.33
5.767,0.750000,477,4.00
5.851,0.775000,493,4.44
6.075,0.800000,508,5.00
6.639,0.825000,524,5.71
7.003,0.850000,540,6.67
7.075,0.875000,556,8.00
7.127,0.887500,564,8.89
7.207,0.900000,572,10.00
7.323,0.912500,580,11.43
7.431,0.925000,588,13.33
7.519,0.937500,596,16.00
7.543,0.943750,600,17.78
7.575,0.950000,604,20.00
7.651,0.956250,608,22.86
7.731,0.962500,612,26.67
7.883,0.968750,616,32.00
7.991,0.971875,618,35.56
8.047,0.975000,620,40.00
8.207,0.978125,622,45.71
8.367,0.981250,624,53.33
8.495,0.984375,626,64.00
8.567,0.985938,627,71.11
8.847,0.987500,628,80.00
9.375,0.989062,629,91.43
9.407,0.990625,630,106.67
9.511,0.992188,631,128.00
9.511,0.992969,631,142.22
9.639,0.993750,632,160.00
9.639,0.994531,632,182.86
10.335,0.995313,633,213.33
10.335,0.996094,633,256.00
10.335,0.996484,633,284.44
10.511,0.996875,634,320.00
10.511,0.997266,634,365.71
10.511,0.997656,634,426.67
10.511,0.998047,634,512.00
10.511,0.998242,634,568.89
10.975,0.998437,635,640.00
10.975,1.000000,635,inf
