Value,Percentile,TotalCount,1/(1-Percentile)
1.681,0.000000,1,1.00
3.677,0.100000,44,1.11
4.283,0.200000,88,1.25
5.359,0.300000,132,1.43
7.303,0.400000,176,1.67
8.231,0.500000,220,2.00
9.055,0.550000,242,2.22
9.919,0.600000,264,2.50
12.167,0.650000,286,2.86
15.759,0.700000,308,3.33
22.191,0.750000,330,4.00
24.111,0.775000,341,4.44
26.895,0.800000,352,5.00
29.455,0.825000,363,5.71
33.119,0.850000,374,6.67
36.319,0.875000,385,8.00
38.239,0.887500,391,8.89
40.927,0.900000,396,10.00
45.055,0.912500,402,11.43
46.463,0.925000,407,13.33
48.255,0.937500,413,16.00
49.983,0.943750,416,17.78
50.527,0.950000,418,20.00
52.671,0.956250,421,22.86
58.943,0.962500,424,26.67
60.063,0.968750,427,32.00
60.735,0.971875,428,35.56
60.991,0.975000,429,40.00
62.847,0.978125,431,45.71
63.807,0.981250,432,53.33
68.031,0.984375,434,64.00
68.031,0.985938,434,71.11
72.831,0.987500,435,80.00
75.071,0.989062,436,91.43
75.071,0.990625,436,106.67
76.095,0.992188,437,128.00
76.095,0.992969,437,142.22
90.879,0.993750,438,160.00
90.879,0.994531,438,182.86
90.879,0.995313,438,213.33
103.167,0.996094,439,256.00
103.167,0.996484,439,284.44
103.167,0.996875,439,320.00
103.167,0.997266,439,365.71
103.167,0.997656,439,426.67
103.231,0.998047,440,512.00
103.231,1.000000,440,inf
