Value,Percentile,TotalCount,1/(1-Percentile)
3.657,0.000000,1,1.00
4.203,0.100000,64,1.11
4.323,0.200000,132,1.25
4.431,0.300000,191,1.43
4.511,0.400000,257,1.67
4.591,0.500000,319,2.00
4.635,0.550000,352,2.22
4.675,0.600000,381,2.50
4.723,0.650000,417,2.86
4.767,0.700000,447,3.33
4.843,0.750000,479,4.00
4.887,0.775000,495,4.44
4.915,0.800000,508,5.00
4.999,0.825000,524,5.71
5.067,0.850000,540,6.67
5.147,0.875000,557,8.00
5.211,0.887500,564,8.89
5.291,0.900000,573,10.00
5.547,0.912500,580,11.43
6.119,0.925000,588,13.33
6.283,0.937500,596,16.00
6.415,0.943750,601,17.78
6.427,0.950000,604,20.00
6.491,0.956250,608,22.86
6.567,0.962500,612,26.67
6.655,0.968750,616,32.00
6.711,0.971875,618,35.56
6.739,0.975000,620,40.00
6.799,0.978125,622,45.71
6.847,0.981250,624,53.33
6.979,0.984375,626,64.00
7.091,0.985938,627,71.11
7.155,0.987500,628,80.00
7.271,0.989062,629,91.43
7.275,0.990625,630,106.67
7.299,0.992188,631,128.00
7.299,0.992969,631,142.22
7.815,0.993750,632,160.00
7.815,0.994531,632,182.86
8.079,0.995313,633,213.33
8.079,0.996094,633,256.00
8.079,0.996484,633,284.44
9.143,0.996875,634,320.00
9.143,0.997266,634,365.71
9.143,0.997656,634,426.67
9.143,0.998047,634,512.00
9.143,0.998242,634,568.89
9.335,0.998437,635,640.00
9.335,1.000000,635,inf
