Value,Percentile,TotalCount,1/(1-Percentile)
3.853,0.000000,1,1.00
4.303,0.100000,64,1.11
4.427,0.200000,127,1.25
4.563,0.300000,191,1.43
4.687,0.400000,255,1.67
4.795,0.500000,319,2.00
4.855,0.550000,352,2.22
4.903,0.600000,381,2.50
4.955,0.650000,413,2.86
5.027,0.700000,445,3.33
5.103,0.750000,479,4.00
5.147,0.775000,493,4.44
5.219,0.800000,508,5.00
5.263,0.825000,524,5.71
5.387,0.850000,543,6.67
5.479,0.875000,556,8.00
5.539,0.887500,564,8.89
5.599,0.900000,572,10.00
5.887,0.912500,580,11.43
6.267,0.925000,588,13.33
6.383,0.937500,596,16.00
6.579,0.943750,600,17.78
6.679,0.950000,604,20.00
6.923,0.956250,608,22.86
7.015,0.962500,612,26.67
7.135,0.968750,616,32.00
7.231,0.971875,618,35.56
7.279,0.975000,620,40.00
7.347,0.978125,622,45.71
7.355,0.981250,624,53.33
7.519,0.984375,626,64.00
7.587,0.985938,627,71.11
7.659,0.987500,628,80.00
7.683,0.989062,629,91.43
7.739,0.990625,630,106.67
7.747,0.992188,631,128.00
7.747,0.992969,631,142.22
7.883,0.993750,632,160.00
7.883,0.994531,632,182.86
8.159,0.995313,633,213.33
8.159,0.996094,633,256.00
8.159,0.996484,633,284.44
8.943,0.996875,634,320.00
8.943,0.997266,634,365.71
8.943,0.997656,634,426.67
8.943,0.998047,634,512.00
8.943,0.998242,634,568.89
15.135,0.998437,635,640.00
15.135,1.000000,635,inf
