Value,Percentile,TotalCount,1/(1-Percentile)
1.840,0.000000,1,1.00
4.071,0.100000,44,1.11
4.483,0.200000,88,1.25
5.811,0.300000,132,1.43
7.719,0.400000,176,1.67
10.111,0.500000,220,2.00
10.631,0.550000,242,2.22
11.303,0.600000,264,2.50
13.335,0.650000,286,2.86
17.647,0.700000,308,3.33
20.655,0.750000,330,4.00
21.823,0.775000,341,4.44
23.071,0.800000,352,5.00
24.191,0.825000,363,5.71
25.439,0.850000,374,6.67
26.671,0.875000,385,8.00
28.399,0.887500,391,8.89
30.063,0.900000,396,10.00
32.319,0.912500,402,11.43
33.599,0.925000,407,13.33
36.607,0.937500,413,16.00
37.151,0.943750,416,17.78
37.631,0.950000,418,20.00
39.167,0.956250,421,22.86
40.159,0.962500,425,26.67
42.559,0.968750,427,32.00
42.943,0.971875,428,35.56
43.103,0.975000,429,40.00
43.871,0.978125,431,45.71
43.967,0.981250,432,53.33
45.279,0.984375,434,64.00
45.279,0.985938,434,71.11
47.327,0.987500,435,80.00
52.799,0.989062,436,91.43
52.799,0.990625,436,106.67
53.183,0.992188,437,128.00
53.183,0.992969,437,142.22
54.751,0.993750,438,160.00
54.751,0.994531,438,182.86
54.751,0.995313,438,213.33
97.535,0.996094,439,256.00
97.535,0.996484,439,284.44
97.535,0.996875,439,320.00
97.535,0.997266,439,365.71
97.535,0.997656,439,426.67
151.039,0.998047,440,512.00
151.039,1.000000,440,inf
