Value,Percentile,TotalCount,1/(1-Percentile)
4.175,0.000000,1,1.00
4.823,0.100000,65,1.11
4.951,0.200000,129,1.25
5.071,0.300000,194,1.43
5.163,0.400000,254,1.67
5.275,0.500000,318,2.00
5.331,0.550000,354,2.22
5.387,0.600000,382,2.50
5.451,0.650000,413,2.86
5.567,0.700000,445,3.33
5.663,0.750000,479,4.00
5.735,0.775000,493,4.44
5.803,0.800000,508,5.00
5.871,0.825000,524,5.71
5.983,0.850000,540,6.67
6.127,0.875000,556,8.00
6.259,0.887500,564,8.89
6.383,0.900000,572,10.00
6.859,0.912500,580,11.43
7.087,0.925000,588,13.33
7.323,0.937500,596,16.00
7.467,0.943750,600,17.78
7.603,0.950000,604,20.00
7.727,0.956250,608,22.86
7.747,0.962500,612,26.67
7.823,0.968750,616,32.00
7.899,0.971875,619,35.56
7.915,0.975000,620,40.00
7.987,0.978125,623,45.71
8.059,0.981250,624,53.33
8.139,0.984375,626,64.00
8.163,0.985938,627,71.11
8.231,0.987500,628,80.00
8.519,0.989062,629,91.43
9.055,0.990625,630,106.67
9.215,0.992188,631,128.00
9.215,0.992969,631,142.22
9.447,0.993750,632,160.00
9.447,0.994531,632,182.86
9.559,0.995313,633,213.33
9.559,0.996094,633,256.00
9.559,0.996484,633,284.44
9.791,0.996875,634,320.00
9.791,0.997266,634,365.71
9.791,0.997656,634,426.67
9.791,0.998047,634,512.00
9.791,0.998242,634,568.89
21.935,0.998437,635,640.00
21.935,1.000000,635,inf
