Value,Percentile,TotalCount,1/(1-Percentile)
2.006,0.000000,1,1.00
2.957,0.100000,44,1.11
3.229,0.200000,88,1.25
4.203,0.300000,133,1.43
5.479,0.400000,176,1.67
5.979,0.500000,220,2.00
6.195,0.550000,242,2.22
6.595,0.600000,264,2.50
7.823,0.650000,286,2.86
10.543,0.700000,308,3.33
11.991,0.750000,330,4.00
12.839,0.775000,341,4.44
13.447,0.800000,352,5.00
13.863,0.825000,363,5.71
15.175,0.850000,375,6.67
15.879,0.875000,385,8.00
16.343,0.887500,391,8.89
17.055,0.900000,396,10.00
17.567,0.912500,402,11.43
18.495,0.925000,407,13.33
19.855,0.937500,413,16.00
20.639,0.943750,416,17.78
21.215,0.950000,418,20.00
22.447,0.956250,421,22.86
22.911,0.962500,424,26.67
25.503,0.968750,427,32.00
25.935,0.971875,428,35.56
26.271,0.975000,429,40.00
27.151,0.978125,431,45.71
27.583,0.981250,432,53.33
27.807,0.984375,434,64.00
27.807,0.985938,434,71.11
28.127,0.987500,435,80.00
28.847,0.989062,436,91.43
28.847,0.990625,436,106.67
31.759,0.992188,437,128.00
31.759,0.992969,437,142.22
32.111,0.993750,438,160.00
32.111,0.994531,438,182.86
32.111,0.995313,438,213.33
70.143,0.996094,439,256.00
70.143,0.996484,439,284.44
70.143,0.996875,439,320.00
70.143,0.997266,439,365.71
70.143,0.997656,439,426.67
83.583,0.998047,440,512.00
83.583,1.000000,440,inf
