Value,Percentile,TotalCount,1/(1-Percentile)
1.679,0.000000,1,1.00
2.935,0.100000,44,1.11
3.211,0.200000,88,1.25
4.275,0.300000,132,1.43
4.943,0.400000,176,1.67
5.411,0.500000,220,2.00
5.579,0.550000,243,2.22
5.771,0.600000,264,2.50
6.083,0.650000,286,2.86
8.927,0.700000,308,3.33
9.927,0.750000,330,4.00
10.311,0.775000,341,4.44
10.935,0.800000,352,5.00
11.295,0.825000,363,5.71
11.911,0.850000,374,6.67
12.679,0.875000,385,8.00
13.407,0.887500,391,8.89
14.095,0.900000,396,10.00
14.543,0.912500,402,11.43
15.071,0.925000,407,13.33
15.695,0.937500,413,16.00
16.087,0.943750,416,17.78
16.335,0.950000,419,20.00
16.463,0.956250,421,22.86
17.695,0.962500,424,26.67
17.823,0.968750,427,32.00
18.015,0.971875,428,35.56
18.127,0.975000,429,40.00
18.639,0.978125,431,45.71
20.559,0.981250,432,53.33
21.647,0.984375,434,64.00
21.647,0.985938,434,71.11
22.527,0.987500,435,80.00
24.495,0.989062,436,91.43
24.495,0.990625,436,106.67
27.135,0.992188,437,128.00
27.135,0.992969,437,142.22
38.911,0.993750,438,160.00
38.911,0.994531,438,182.86
38.911,0.995313,438,213.33
39.231,0.996094,439,256.00
39.231,0.996484,439,284.44
39.231,0.996875,439,320.00
39.231,0.997266,439,365.71
39.231,0.997656,439,426.67
66.687,0.998047,440,512.00
66.687,1.000000,440,inf
