Value,Percentile,TotalCount,1/(1-Percentile)
3.733,0.000000,1,1.00
4.311,0.100000,64,1.11
4.451,0.200000,129,1.25
4.527,0.300000,192,1.43
4.607,0.400000,256,1.67
4.703,0.500000,320,2.00
4.743,0.550000,351,2.22
4.791,0.600000,381,2.50
4.843,0.650000,415,2.86
4.911,0.700000,447,3.33
4.983,0.750000,477,4.00
5.031,0.775000,495,4.44
5.075,0.800000,508,5.00
5.135,0.825000,525,5.71
5.219,0.850000,540,6.67
5.371,0.875000,556,8.00
5.475,0.887500,564,8.89
5.623,0.900000,572,10.00
5.839,0.912500,580,11.43
6.439,0.925000,588,13.33
6.639,0.937500,598,16.00
6.671,0.943750,600,17.78
6.739,0.950000,605,20.00
6.847,0.956250,608,22.86
6.883,0.962500,612,26.67
7.011,0.968750,616,32.00
7.051,0.971875,618,35.56
7.139,0.975000,620,40.00
7.199,0.978125,622,45.71
7.263,0.981250,624,53.33
7.279,0.984375,626,64.00
7.299,0.985938,627,71.11
7.335,0.987500,628,80.00
7.343,0.989062,629,91.43
7.403,0.990625,630,106.67
7.419,0.992188,631,128.00
7.419,0.992969,631,142.22
7.431,0.993750,632,160.00
7.431,0.994531,632,182.86
7.463,0.995313,633,213.33
7.463,0.996094,633,256.00
7.463,0.996484,633,284.44
9.191,0.996875,634,320.00
9.191,0.997266,634,365.71
9.191,0.997656,634,426.67
9.191,0.998047,634,512.00
9.191,0.998242,634,568.89
9.879,0.998437,635,640.00
9.879,1.000000,635,inf
