Value,Percentile,TotalCount,1/(1-Percentile)
1.842,0.000000,1,1.00
3.635,0.100000,44,1.11
4.315,0.200000,88,1.25
4.983,0.300000,132,1.43
6.323,0.400000,176,1.67
7.275,0.500000,220,2.00
7.743,0.550000,242,2.22
8.527,0.600000,264,2.50
9.423,0.650000,286,2.86
10.799,0.700000,308,3.33
12.783,0.750000,330,4.00
13.623,0.775000,341,4.44
14.519,0.800000,352,5.00
16.271,0.825000,363,5.71
18.847,0.850000,374,6.67
22.991,0.875000,385,8.00
23.903,0.887500,391,8.89
26.223,0.900000,396,10.00
28.799,0.912500,402,11.43
31.151,0.925000,407,13.33
33.023,0.937500,413,16.00
34.175,0.943750,416,17.78
35.199,0.950000,418,20.00
39.327,0.956250,421,22.86
41.759,0.962500,424,26.67
45.023,0.968750,427,32.00
46.431,0.971875,428,35.56
46.623,0.975000,429,40.00
48.287,0.978125,431,45.71
48.735,0.981250,432,53.33
51.231,0.984375,434,64.00
51.231,0.985938,434,71.11
53.119,0.987500,435,80.00
57.311,0.989062,436,91.43
57.311,0.990625,436,106.67
58.335,0.992188,437,128.00
58.335,0.992969,437,142.22
62.335,0.993750,438,160.00
62.335,0.994531,438,182.86
62.335,0.995313,438,213.33
66.303,0.996094,439,256.00
66.303,0.996484,439,284.44
66.303,0.996875,439,320.00
66.303,0.997266,439,365.71
66.303,0.997656,439,426.67
147.071,0.998047,440,512.00
147.071,1.000000,440,inf
