Value,Percentile,TotalCount,1/(1-Percentile)
4.071,0.000000,1,1.00
4.587,0.100000,65,1.11
4.751,0.200000,127,1.25
4.863,0.300000,191,1.43
4.931,0.400000,255,1.67
5.023,0.500000,318,2.00
5.075,0.550000,350,2.22
5.159,0.600000,382,2.50
5.223,0.650000,413,2.86
5.299,0.700000,446,3.33
5.403,0.750000,478,4.00
5.459,0.775000,493,4.44
5.499,0.800000,508,5.00
5.587,0.825000,527,5.71
5.687,0.850000,540,6.67
5.827,0.875000,556,8.00
6.035,0.887500,564,8.89
6.223,0.900000,572,10.00
6.559,0.912500,580,11.43
6.863,0.925000,588,13.33
7.031,0.937500,596,16.00
7.079,0.943750,600,17.78
7.227,0.950000,605,20.00
7.307,0.956250,608,22.86
7.355,0.962500,612,26.67
7.503,0.968750,616,32.00
7.547,0.971875,618,35.56
7.559,0.975000,620,40.00
7.571,0.978125,622,45.71
7.671,0.981250,624,53.33
7.791,0.984375,626,64.00
7.891,0.985938,627,71.11
8.155,0.987500,628,80.00
8.215,0.989062,629,91.43
8.247,0.990625,630,106.67
8.271,0.992188,631,128.00
8.271,0.992969,631,142.22
9.143,0.993750,632,160.00
9.143,0.994531,632,182.86
9.215,0.995313,633,213.33
9.215,0.996094,633,256.00
9.215,0.996484,633,284.44
9.551,0.996875,634,320.00
9.551,0.997266,634,365.71
9.551,0.997656,634,426.67
9.551,0.998047,634,512.00
9.551,0.998242,634,568.89
14.679,0.998437,635,640.00
14.679,1.000000,635,inf
