Value,Percentile,TotalCount,1/(1-Percentile)
1.639,0.000000,1,1.00
3.669,0.100000,44,1.11
4.451,0.200000,88,1.25
6.143,0.300000,132,1.43
8.207,0.400000,177,1.67
8.983,0.500000,220,2.00
9.727,0.550000,242,2.22
11.119,0.600000,264,2.50
13.951,0.650000,286,2.86
17.215,0.700000,308,3.33
18.863,0.750000,330,4.00
20.799,0.775000,341,4.44
21.999,0.800000,352,5.00
22.975,0.825000,363,5.71
23.615,0.850000,374,6.67
25.423,0.875000,385,8.00
27.103,0.887500,391,8.89
28.575,0.900000,396,10.00
29.967,0.912500,402,11.43
31.103,0.925000,407,13.33
32.447,0.937500,413,16.00
33.247,0.943750,416,17.78
34.239,0.950000,418,20.00
35.775,0.956250,421,22.86
37.823,0.962500,424,26.67
39.455,0.968750,427,32.00
39.743,0.971875,428,35.56
40.095,0.975000,429,40.00
41.663,0.978125,431,45.71
42.047,0.981250,432,53.33
45.887,0.984375,434,64.00
45.887,0.985938,434,71.11
46.719,0.987500,435,80.00
50.399,0.989062,436,91.43
50.399,0.990625,436,106.67
51.583,0.992188,437,128.00
51.583,0.992969,437,142.22
51.871,0.993750,438,160.00
51.871,0.994531,438,182.86
51.871,0.995313,438,213.33
65.183,0.996094,439,256.00
65.183,0.996484,439,284.44
65.183,0.996875,439,320.00
65.183,0.997266,439,365.71
65.183,0.997656,439,426.67
71.423,0.998047,440,512.00
71.423,1.000000,440,inf
