Value,Percentile,TotalCount,1/(1-Percentile)
3.667,0.000000,1,1.00
4.259,0.100000,64,1.11
4.375,0.200000,129,1.25
4.459,0.300000,193,1.43
4.527,0.400000,256,1.67
4.599,0.500000,319,2.00
4.627,0.550000,350,2.22
4.671,0.600000,382,2.50
4.723,0.650000,415,2.86
4.771,0.700000,445,3.33
4.843,0.750000,477,4.00
4.883,0.775000,493,4.44
4.931,0.800000,508,5.00
4.983,0.825000,525,5.71
5.051,0.850000,540,6.67
5.155,0.875000,556,8.00
5.231,0.887500,564,8.89
5.323,0.900000,573,10.00
5.551,0.912500,580,11.43
6.211,0.925000,588,13.33
6.495,0.937500,596,16.00
6.535,0.943750,600,17.78
6.579,0.950000,604,20.00
6.607,0.956250,608,22.86
6.659,0.962500,613,26.67
6.671,0.968750,616,32.00
6.727,0.971875,618,35.56
6.779,0.975000,621,40.00
6.795,0.978125,622,45.71
6.887,0.981250,624,53.33
6.923,0.984375,626,64.00
6.939,0.985938,627,71.11
6.947,0.987500,628,80.00
7.039,0.989062,629,91.43
7.099,0.990625,630,106.67
7.503,0.992188,631,128.00
7.503,0.992969,631,142.22
8.039,0.993750,632,160.00
8.039,0.994531,632,182.86
8.171,0.995313,633,213.33
8.171,0.996094,633,256.00
8.171,0.996484,633,284.44
8.519,0.996875,634,320.00
8.519,0.997266,634,365.71
8.519,0.997656,634,426.67
8.519,0.998047,634,512.00
8.519,0.998242,634,568.89
17.279,0.998437,635,640.00
17.279,1.000000,635,inf
