Value,Percentile,TotalCount,1/(1-Percentile)
2.863,0.000000,1,1.00
3.575,0.100000,44,1.11
4.335,0.200000,88,1.25
5.599,0.300000,132,1.43
6.999,0.400000,177,1.67
7.779,0.500000,220,2.00
8.519,0.550000,242,2.22
9.287,0.600000,264,2.50
12.359,0.650000,286,2.86
16.735,0.700000,308,3.33
21.535,0.750000,330,4.00
23.663,0.775000,341,4.44
26.031,0.800000,352,5.00
28.495,0.825000,363,5.71
30.847,0.850000,374,6.67
33.215,0.875000,385,8.00
34.655,0.887500,391,8.89
37.151,0.900000,396,10.00
40.191,0.912500,402,11.43
41.343,0.925000,407,13.33
44.799,0.937500,413,16.00
46.559,0.943750,416,17.78
48.223,0.950000,418,20.00
49.407,0.956250,421,22.86
51.551,0.962500,424,26.67
56.895,0.968750,427,32.00
58.303,0.971875,428,35.56
58.815,0.975000,429,40.00
59.839,0.978125,431,45.71
60.383,0.981250,432,53.33
64.671,0.984375,434,64.00
64.671,0.985938,434,71.11
64.831,0.987500,435,80.00
70.719,0.989062,436,91.43
70.719,0.990625,436,106.67
71.295,0.992188,437,128.00
71.295,0.992969,437,142.22
85.759,0.993750,438,160.00
85.759,0.994531,438,182.86
85.759,0.995313,438,213.33
91.775,0.996094,439,256.00
91.775,0.996484,439,284.44
91.775,0.996875,439,320.00
91.775,0.997266,439,365.71
91.775,0.997656,439,426.67
147.967,0.998047,440,512.00
147.967,1.000000,440,inf
