Value,Percentile,TotalCount,1/(1-Percentile)
3.775,0.000000,1,1.00
4.323,0.100000,65,1.11
4.451,0.200000,128,1.25
4.539,0.300000,193,1.43
4.611,0.400000,254,1.67
4.687,0.500000,324,2.00
4.735,0.550000,354,2.22
4.787,0.600000,382,2.50
4.847,0.650000,414,2.86
4.919,0.700000,445,3.33
4.999,0.750000,479,4.00
5.039,0.775000,494,4.44
5.087,0.800000,508,5.00
5.163,0.825000,524,5.71
5.251,0.850000,540,6.67
5.375,0.875000,556,8.00
5.447,0.887500,564,8.89
5.523,0.900000,573,10.00
5.791,0.912500,580,11.43
6.243,0.925000,588,13.33
6.531,0.937500,596,16.00
6.699,0.943750,600,17.78
6.783,0.950000,604,20.00
6.851,0.956250,608,22.86
6.923,0.962500,612,26.67
6.979,0.968750,616,32.00
7.011,0.971875,618,35.56
7.095,0.975000,620,40.00
7.191,0.978125,622,45.71
7.283,0.981250,624,53.33
7.303,0.984375,626,64.00
7.315,0.985938,627,71.11
7.343,0.987500,628,80.00
7.491,0.989062,629,91.43
7.535,0.990625,630,106.67
7.987,0.992188,631,128.00
7.987,0.992969,631,142.22
7.991,0.993750,632,160.00
7.991,0.994531,632,182.86
8.319,0.995313,633,213.33
8.319,0.996094,633,256.00
8.319,0.996484,633,284.44
8.687,0.996875,634,320.00
8.687,0.997266,634,365.71
8.687,0.997656,634,426.67
8.687,0.998047,634,512.00
8.687,0.998242,634,568.89
11.503,0.998437,635,640.00
11.503,1.000000,635,inf
