Value,Percentile,TotalCount,1/(1-Percentile)
2.231,0.000000,1,1.00
3.315,0.100000,44,1.11
4.005,0.200000,88,1.25
4.999,0.300000,132,1.43
6.031,0.400000,176,1.67
6.743,0.500000,222,2.00
7.011,0.550000,242,2.22
7.547,0.600000,264,2.50
8.319,0.650000,286,2.86
10.287,0.700000,308,3.33
12.383,0.750000,330,4.00
13.119,0.775000,341,4.44
13.655,0.800000,352,5.00
15.103,0.825000,363,5.71
17.439,0.850000,374,6.67
20.367,0.875000,385,8.00
25.551,0.887500,391,8.89
27.263,0.900000,396,10.00
29.119,0.912500,402,11.43
30.207,0.925000,407,13.33
32.863,0.937500,413,16.00
33.887,0.943750,416,17.78
34.687,0.950000,418,20.00
36.863,0.956250,422,22.86
37.439,0.962500,424,26.67
39.199,0.968750,427,32.00
39.711,0.971875,428,35.56
40.063,0.975000,429,40.00
43.391,0.978125,431,45.71
44.927,0.981250,432,53.33
45.279,0.984375,434,64.00
45.279,0.985938,434,71.11
46.079,0.987500,435,80.00
57.375,0.989062,436,91.43
57.375,0.990625,436,106.67
67.519,0.992188,437,128.00
67.519,0.992969,437,142.22
83.711,0.993750,438,160.00
83.711,0.994531,438,182.86
83.711,0.995313,438,213.33
119.231,0.996094,439,256.00
119.231,0.996484,439,284.44
119.231,0.996875,439,320.00
119.231,0.997266,439,365.71
119.231,0.997656,439,426.67
128.703,0.998047,440,512.00
128.703,1.000000,440,inf
