Value,Percentile,TotalCount,1/(1-Percentile)
3.647,0.000000,1,1.00
4.623,0.100000,64,1.11
4.959,0.200000,128,1.25
5.063,0.300000,191,1.43
5.139,0.400000,255,1.67
5.227,0.500000,319,2.00
5.267,0.550000,351,2.22
5.307,0.600000,381,2.50
5.391,0.650000,413,2.86
5.475,0.700000,446,3.33
5.559,0.750000,477,4.00
5.619,0.775000,498,4.44
5.647,0.800000,508,5.00
5.691,0.825000,526,5.71
5.759,0.850000,540,6.67
5.827,0.875000,556,8.00
5.867,0.887500,564,8.89
5.971,0.900000,572,10.00
6.143,0.912500,580,11.43
6.343,0.925000,588,13.33
7.339,0.937500,596,16.00
7.411,0.943750,600,17.78
7.475,0.950000,604,20.00
7.583,0.956250,609,22.86
7.607,0.962500,612,26.67
7.663,0.968750,616,32.00
7.679,0.971875,618,35.56
7.711,0.975000,620,40.00
7.739,0.978125,622,45.71
7.843,0.981250,624,53.33
7.867,0.984375,626,64.00
7.895,0.985938,627,71.11
7.911,0.987500,628,80.00
8.019,0.989062,629,91.43
8.159,0.990625,630,106.67
8.327,0.992188,631,128.00
8.327,0.992969,631,142.22
8.351,0.993750,632,160.00
8.351,0.994531,632,182.86
9.271,0.995313,633,213.33
9.271,0.996094,633,256.00
9.271,0.996484,633,284.44
10.247,0.996875,634,320.00
10.247,0.997266,634,365.71
10.247,0.997656,634,426.67
10.247,0.998047,634,512.00
10.247,0.998242,634,568.89
10.535,0.998437,635,640.00
10.535,1.000000,635,inf
