Value,Percentile,TotalCount,1/(1-Percentile)
1.626,0.000000,1,1.00
2.769,0.100000,45,1.11
2.951,0.200000,89,1.25
3.861,0.300000,132,1.43
4.911,0.400000,176,1.67
5.335,0.500000,222,2.00
5.467,0.550000,242,2.22
5.587,0.600000,265,2.50
5.791,0.650000,286,2.86
6.543,0.700000,308,3.33
9.423,0.750000,330,4.00
9.727,0.775000,341,4.44
10.335,0.800000,352,5.00
10.711,0.825000,363,5.71
11.639,0.850000,374,6.67
12.455,0.875000,385,8.00
12.599,0.887500,391,8.89
12.967,0.900000,396,10.00
13.279,0.912500,402,11.43
14.207,0.925000,407,13.33
15.903,0.937500,413,16.00
16.591,0.943750,416,17.78
16.879,0.950000,418,20.00
17.807,0.956250,422,22.86
17.903,0.962500,424,26.67
18.207,0.968750,427,32.00
18.815,0.971875,428,35.56
19.087,0.975000,429,40.00
20.479,0.978125,431,45.71
20.495,0.981250,432,53.33
21.247,0.984375,434,64.00
21.247,0.985938,434,71.11
21.503,0.987500,435,80.00
21.903,0.989062,436,91.43
21.903,0.990625,436,106.67
22.959,0.992188,437,128.00
22.959,0.992969,437,142.22
27.791,0.993750,438,160.00
27.791,0.994531,438,182.86
27.791,0.995313,438,213.33
34.655,0.996094,439,256.00
34.655,0.996484,439,284.44
34.655,0.996875,439,320.00
34.655,0.997266,439,365.71
34.655,0.997656,439,426.67
56.063,0.998047,440,512.00
56.063,1.000000,440,inf
