Value,Percentile,TotalCount,1/(1-Percentile)
3.899,0.000000,1,1.00
4.775,0.100000,64,1.11
4.999,0.200000,127,1.25
5.083,0.300000,191,1.43
5.159,0.400000,257,1.67
5.239,0.500000,318,2.00
5.283,0.550000,353,2.22
5.323,0.600000,382,2.50
5.379,0.650000,414,2.86
5.443,0.700000,445,3.33
5.519,0.750000,477,4.00
5.567,0.775000,493,4.44
5.631,0.800000,509,5.00
5.667,0.825000,524,5.71
5.727,0.850000,540,6.67
5.827,0.875000,556,8.00
5.879,0.887500,564,8.89
6.039,0.900000,572,10.00
6.211,0.912500,580,11.43
6.795,0.925000,588,13.33
7.315,0.937500,596,16.00
7.359,0.943750,600,17.78
7.403,0.950000,604,20.00
7.459,0.956250,608,22.86
7.543,0.962500,612,26.67
7.659,0.968750,616,32.00
7.711,0.971875,618,35.56
7.747,0.975000,620,40.00
7.775,0.978125,622,45.71
7.831,0.981250,624,53.33
7.891,0.984375,626,64.00
7.931,0.985938,627,71.11
8.003,0.987500,628,80.00
8.035,0.989062,629,91.43
8.087,0.990625,630,106.67
8.199,0.992188,631,128.00
8.199,0.992969,631,142.22
8.255,0.993750,632,160.00
8.255,0.994531,632,182.86
8.535,0.995313,633,213.33
8.535,0.996094,633,256.00
8.535,0.996484,633,284.44
10.455,0.996875,634,320.00
10.455,0.997266,634,365.71
10.455,0.997656,634,426.67
10.455,0.998047,634,512.00
10.455,0.998242,634,568.89
10.551,0.998437,635,640.00
10.551,1.000000,635,inf
