Value,Percentile,TotalCount,1/(1-Percentile)
2.215,0.000000,1,1.00
3.749,0.100000,45,1.11
4.347,0.200000,88,1.25
5.143,0.300000,133,1.43
6.555,0.400000,176,1.67
7.519,0.500000,220,2.00
8.167,0.550000,242,2.22
9.215,0.600000,265,2.50
10.447,0.650000,286,2.86
12.287,0.700000,308,3.33
15.015,0.750000,330,4.00
16.031,0.775000,341,4.44
17.183,0.800000,352,5.00
19.679,0.825000,363,5.71
23.247,0.850000,374,6.67
29.423,0.875000,385,8.00
32.271,0.887500,391,8.89
33.183,0.900000,396,10.00
35.775,0.912500,402,11.43
36.959,0.925000,407,13.33
38.303,0.937500,413,16.00
39.679,0.943750,416,17.78
41.727,0.950000,418,20.00
44.383,0.956250,421,22.86
44.831,0.962500,424,26.67
46.527,0.968750,427,32.00
48.799,0.971875,428,35.56
52.031,0.975000,429,40.00
54.271,0.978125,431,45.71
55.167,0.981250,432,53.33
56.287,0.984375,434,64.00
56.287,0.985938,434,71.11
57.695,0.987500,436,80.00
57.695,0.989062,436,91.43
57.695,0.990625,436,106.67
65.439,0.992188,437,128.00
65.439,0.992969,437,142.22
96.767,0.993750,438,160.00
96.767,0.994531,438,182.86
96.767,0.995313,438,213.33
126.719,0.996094,439,256.00
126.719,0.996484,439,284.44
126.719,0.996875,439,320.00
126.719,0.997266,439,365.71
126.719,0.997656,439,426.67
146.303,0.998047,440,512.00
146.303,1.000000,440,inf
