Value,Percentile,TotalCount,1/(1-Percentile)
1.856,0.000000,1,1.00
3.395,0.100000,44,1.11
3.861,0.200000,88,1.25
4.627,0.300000,132,1.43
6.063,0.400000,176,1.67
7.019,0.500000,220,2.00
7.463,0.550000,242,2.22
8.023,0.600000,264,2.50
8.751,0.650000,286,2.86
10.551,0.700000,308,3.33
12.903,0.750000,330,4.00
14.007,0.775000,341,4.44
15.295,0.800000,352,5.00
17.487,0.825000,363,5.71
19.183,0.850000,374,6.67
22.159,0.875000,385,8.00
24.079,0.887500,391,8.89
26.399,0.900000,396,10.00
29.199,0.912500,402,11.43
32.367,0.925000,407,13.33
35.135,0.937500,413,16.00
36.735,0.943750,416,17.78
37.375,0.950000,418,20.00
39.967,0.956250,422,22.86
41.695,0.962500,424,26.67
43.935,0.968750,427,32.00
44.223,0.971875,428,35.56
44.415,0.975000,429,40.00
47.007,0.978125,431,45.71
47.263,0.981250,432,53.33
48.543,0.984375,434,64.00
48.543,0.985938,434,71.11
52.191,0.987500,435,80.00
55.135,0.989062,436,91.43
55.135,0.990625,436,106.67
58.847,0.992188,437,128.00
58.847,0.992969,437,142.22
59.103,0.993750,438,160.00
59.103,0.994531,438,182.86
59.103,0.995313,438,213.33
84.927,0.996094,439,256.00
84.927,0.996484,439,284.44
84.927,0.996875,439,320.00
84.927,0.997266,439,365.71
84.927,0.997656,439,426.67
206.335,0.998047,440,512.00
206.335,1.000000,440,inf
