Value,Percentile,TotalCount,1/(1-Percentile)
3.955,0.000000,1,1.00
4.339,0.100000,64,1.11
4.447,0.200000,129,1.25
4.539,0.300000,194,1.43
4.635,0.400000,254,1.67
4.743,0.500000,321,2.00
4.803,0.550000,353,2.22
4.871,0.600000,382,2.50
4.927,0.650000,414,2.86
5.007,0.700000,446,3.33
5.079,0.750000,479,4.00
5.115,0.775000,493,4.44
5.167,0.800000,509,5.00
5.251,0.825000,524,5.71
5.323,0.850000,540,6.67
5.491,0.875000,557,8.00
5.547,0.887500,564,8.89
5.671,0.900000,572,10.00
5.915,0.912500,580,11.43
6.099,0.925000,588,13.33
6.331,0.937500,596,16.00
6.451,0.943750,600,17.78
6.559,0.950000,605,20.00
6.579,0.956250,608,22.86
6.763,0.962500,613,26.67
6.943,0.968750,616,32.00
6.991,0.971875,618,35.56
7.051,0.975000,620,40.00
7.067,0.978125,622,45.71
7.127,0.981250,624,53.33
7.351,0.984375,626,64.00
7.383,0.985938,627,71.11
7.439,0.987500,628,80.00
7.455,0.989062,629,91.43
7.615,0.990625,630,106.67
7.735,0.992188,631,128.00
7.735,0.992969,631,142.22
7.943,0.993750,632,160.00
7.943,0.994531,632,182.86
8.051,0.995313,633,213.33
8.051,0.996094,633,256.00
8.051,0.996484,633,284.44
8.775,0.996875,634,320.00
8.775,0.997266,634,365.71
8.775,0.997656,634,426.67
8.775,0.998047,634,512.00
8.775,0.998242,634,568.89
9.607,0.998437,635,640.00
9.607,1.000000,635,inf
