Value,Percentile,TotalCount,1/(1-Percentile)
1.886,0.000000,1,1.00
3.683,0.100000,44,1.11
4.263,0.200000,88,1.25
5.147,0.300000,132,1.43
6.447,0.400000,176,1.67
7.391,0.500000,220,2.00
7.775,0.550000,242,2.22
8.439,0.600000,264,2.50
9.415,0.650000,286,2.86
10.655,0.700000,308,3.33
12.591,0.750000,330,4.00
13.719,0.775000,341,4.44
14.503,0.800000,352,5.00
16.783,0.825000,363,5.71
18.479,0.850000,374,6.67
21.135,0.875000,385,8.00
24.383,0.887500,391,8.89
25.599,0.900000,396,10.00
27.455,0.912500,402,11.43
31.551,0.925000,407,13.33
35.455,0.937500,413,16.00
36.287,0.943750,416,17.78
37.375,0.950000,418,20.00
40.575,0.956250,421,22.86
45.343,0.962500,424,26.67
49.279,0.968750,427,32.00
49.759,0.971875,428,35.56
50.079,0.975000,429,40.00
51.999,0.978125,431,45.71
53.471,0.981250,432,53.33
54.719,0.984375,434,64.00
54.719,0.985938,434,71.11
55.199,0.987500,435,80.00
64.959,0.989062,436,91.43
64.959,0.990625,436,106.67
90.623,0.992188,437,128.00
90.623,0.992969,437,142.22
93.119,0.993750,438,160.00
93.119,0.994531,438,182.86
93.119,0.995313,438,213.33
138.239,0.996094,439,256.00
138.239,0.996484,439,284.44
138.239,0.996875,439,320.00
138.239,0.997266,439,365.71
138.239,0.997656,439,426.67
144.383,0.998047,440,512.00
144.383,1.000000,440,inf
