Value,Percentile,TotalCount,1/(1-Percentile)
2.291,0.000000,1,1.00
4.017,0.100000,46,1.11
4.615,0.200000,88,1.25
6.355,0.300000,132,1.43
8.487,0.400000,176,1.67
10.255,0.500000,220,2.00
10.735,0.550000,242,2.22
11.487,0.600000,264,2.50
13.647,0.650000,286,2.86
19.103,0.700000,308,3.33
21.535,0.750000,330,4.00
22.639,0.775000,341,4.44
24.063,0.800000,352,5.00
25.535,0.825000,363,5.71
28.463,0.850000,374,6.67
30.815,0.875000,385,8.00
32.287,0.887500,391,8.89
33.343,0.900000,396,10.00
34.815,0.912500,402,11.43
36.415,0.925000,407,13.33
37.727,0.937500,413,16.00
38.719,0.943750,416,17.78
39.487,0.950000,418,20.00
40.863,0.956250,421,22.86
42.047,0.962500,424,26.67
43.135,0.968750,427,32.00
43.295,0.971875,428,35.56
45.279,0.975000,429,40.00
47.263,0.978125,431,45.71
49.247,0.981250,432,53.33
50.911,0.984375,434,64.00
50.911,0.985938,434,71.11
51.551,0.987500,435,80.00
52.799,0.989062,436,91.43
52.799,0.990625,436,106.67
53.567,0.992188,437,128.00
53.567,0.992969,437,142.22
64.639,0.993750,438,160.00
64.639,0.994531,438,182.86
64.639,0.995313,438,213.33
79.039,0.996094,439,256.00
79.039,0.996484,439,284.44
79.039,0.996875,439,320.00
79.039,0.997266,439,365.71
79.039,0.997656,439,426.67
137.215,0.998047,440,512.00
137.215,1.000000,440,inf
