Value,Percentile,TotalCount,1/(1-Percentile)
4.459,0.000000,1,1.00
4.847,0.100000,64,1.11
4.963,0.200000,128,1.25
5.095,0.300000,191,1.43
5.255,0.400000,254,1.67
5.407,0.500000,320,2.00
5.467,0.550000,350,2.22
5.527,0.600000,383,2.50
5.595,0.650000,414,2.86
5.667,0.700000,445,3.33
5.843,0.750000,477,4.00
5.935,0.775000,494,4.44
6.015,0.800000,508,5.00
6.159,0.825000,524,5.71
6.447,0.850000,540,6.67
7.107,0.875000,556,8.00
7.155,0.887500,564,8.89
7.267,0.900000,573,10.00
7.347,0.912500,580,11.43
7.467,0.925000,588,13.33
7.591,0.937500,596,16.00
7.651,0.943750,600,17.78
7.755,0.950000,604,20.00
7.875,0.956250,608,22.86
7.991,0.962500,612,26.67
8.279,0.968750,616,32.00
8.351,0.971875,618,35.56
8.391,0.975000,620,40.00
8.431,0.978125,622,45.71
8.519,0.981250,624,53.33
9.007,0.984375,626,64.00
9.167,0.985938,627,71.11
9.199,0.987500,628,80.00
9.967,0.989062,629,91.43
10.175,0.990625,630,106.67
10.207,0.992188,631,128.00
10.207,0.992969,631,142.22
10.319,0.993750,632,160.00
10.319,0.994531,632,182.86
10.383,0.995313,633,213.33
10.383,0.996094,633,256.00
10.383,0.996484,633,284.44
10.551,0.996875,634,320.00
10.551,0.997266,634,365.71
10.551,0.997656,634,426.67
10.551,0.998047,634,512.00
10.551,0.998242,634,568.89
12.687,0.998437,635,640.00
12.687,1.000000,635,inf
