Value,Percentile,TotalCount,1/(1-Percentile)
1.941,0.000000,1,1.00
3.533,0.100000,44,1.11
4.371,0.200000,88,1.25
5.791,0.300000,132,1.43
8.027,0.400000,176,1.67
8.759,0.500000,220,2.00
9.239,0.550000,242,2.22
10.575,0.600000,264,2.50
14.383,0.650000,286,2.86
16.479,0.700000,308,3.33
18.719,0.750000,330,4.00
19.807,0.775000,341,4.44
21.263,0.800000,352,5.00
22.815,0.825000,364,5.71
23.967,0.850000,374,6.67
25.327,0.875000,385,8.00
26.751,0.887500,391,8.89
27.775,0.900000,396,10.00
29.455,0.912500,402,11.43
31.535,0.925000,407,13.33
33.471,0.937500,413,16.00
34.719,0.943750,416,17.78
34.911,0.950000,418,20.00
37.151,0.956250,421,22.86
38.015,0.962500,424,26.67
38.847,0.968750,427,32.00
39.231,0.971875,428,35.56
39.647,0.975000,429,40.00
43.167,0.978125,431,45.71
43.231,0.981250,432,53.33
45.151,0.984375,434,64.00
45.151,0.985938,434,71.11
47.391,0.987500,435,80.00
47.519,0.989062,436,91.43
47.519,0.990625,436,106.67
53.439,0.992188,437,128.00
53.439,0.992969,437,142.22
54.815,0.993750,438,160.00
54.815,0.994531,438,182.86
54.815,0.995313,438,213.33
65.727,0.996094,439,256.00
65.727,0.996484,439,284.44
65.727,0.996875,439,320.00
65.727,0.997266,439,365.71
65.727,0.997656,439,426.67
67.007,0.998047,440,512.00
67.007,1.000000,440,inf
