Value,Percentile,TotalCount,1/(1-Percentile)
2.121,0.000000,1,1.00
3.635,0.100000,44,1.11
4.175,0.200000,89,1.25
5.267,0.300000,132,1.43
6.587,0.400000,176,1.67
7.343,0.500000,220,2.00
7.883,0.550000,242,2.22
8.951,0.600000,264,2.50
10.551,0.650000,286,2.86
12.575,0.700000,308,3.33
14.719,0.750000,330,4.00
15.631,0.775000,341,4.44
17.551,0.800000,352,5.00
19.983,0.825000,363,5.71
24.511,0.850000,374,6.67
27.727,0.875000,385,8.00
29.311,0.887500,391,8.89
30.735,0.900000,396,10.00
32.463,0.912500,402,11.43
33.631,0.925000,407,13.33
35.039,0.937500,413,16.00
35.967,0.943750,416,17.78
38.719,0.950000,418,20.00
39.775,0.956250,421,22.86
41.343,0.962500,424,26.67
43.967,0.968750,427,32.00
44.223,0.971875,428,35.56
45.119,0.975000,429,40.00
46.367,0.978125,431,45.71
46.399,0.981250,432,53.33
49.599,0.984375,434,64.00
49.599,0.985938,434,71.11
51.551,0.987500,435,80.00
52.799,0.989062,436,91.43
52.799,0.990625,436,106.67
54.879,0.992188,437,128.00
54.879,0.992969,437,142.22
60.511,0.993750,438,160.00
60.511,0.994531,438,182.86
60.511,0.995313,438,213.33
63.647,0.996094,439,256.00
63.647,0.996484,439,284.44
63.647,0.996875,439,320.00
63.647,0.997266,439,365.71
63.647,0.997656,439,426.67
73.663,0.998047,440,512.00
73.663,1.000000,440,inf
