Value,Percentile,TotalCount,1/(1-Percentile)
3.663,0.000000,1,1.00
4.423,0.100000,65,1.11
4.631,0.200000,127,1.25
4.871,0.300000,192,1.43
4.979,0.400000,256,1.67
5.091,0.500000,320,2.00
5.135,0.550000,350,2.22
5.175,0.600000,381,2.50
5.235,0.650000,414,2.86
5.303,0.700000,445,3.33
5.399,0.750000,477,4.00
5.431,0.775000,495,4.44
5.495,0.800000,508,5.00
5.539,0.825000,524,5.71
5.603,0.850000,540,6.67
5.711,0.875000,556,8.00
5.759,0.887500,565,8.89
5.827,0.900000,573,10.00
5.979,0.912500,580,11.43
6.699,0.925000,588,13.33
7.083,0.937500,596,16.00
7.135,0.943750,600,17.78
7.235,0.950000,604,20.00
7.291,0.956250,608,22.86
7.387,0.962500,613,26.67
7.491,0.968750,616,32.00
7.571,0.971875,619,35.56
7.623,0.975000,620,40.00
7.659,0.978125,622,45.71
7.687,0.981250,624,53.33
7.767,0.984375,626,64.00
7.787,0.985938,627,71.11
7.803,0.987500,628,80.00
7.819,0.989062,629,91.43
7.911,0.990625,630,106.67
7.931,0.992188,631,128.00
7.931,0.992969,631,142.22
7.971,0.993750,632,160.00
7.971,0.994531,632,182.86
8.383,0.995313,633,213.33
8.383,0.996094,633,256.00
8.383,0.996484,633,284.44
9.191,0.996875,634,320.00
9.191,0.997266,634,365.71
9.191,0.997656,634,426.67
9.191,0.998047,634,512.00
9.191,0.998242,634,568.89
9.999,0.998437,635,640.00
9.999,1.000000,635,inf
